Generación,Fx,Var1,Var2
1,397.12,17.6746,-35.5208
2,160.687,-18.1646,-29.7437
3,160.687,-18.1646,-29.7437
4,117.696,-16.4356,29.7437
5,21.1462,-16.6556,31.7037
6,2.00047,-16.4446,-31.6967
7,2.00047,-16.4446,-31.6967
8,2.00047,-16.4446,-31.6967
9,2.00047,-16.4446,-31.6967
10,2.00047,-16.4446,-31.6967
