Generación,Fx,Var1,Var2
1,463.439562,-1.269,4.303
2,441.832281,-0.089,3.949
3,373.334322,-0.090,-35.372
4,373.334322,-0.090,-35.372
5,373.334322,-0.090,-35.372
6,246.820482,-1.257,13.216
7,246.820482,-1.257,13.216
8,3.159260,-0.024,-32.751
9,3.093052,-0.024,-32.695
10,3.093052,-0.024,-32.695
