Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002159,0.002803,0.001996,5,10,355.745614,-28.833 34.426 
2,0.002320,0.002952,0.001996,5,10,337.746693,-28.833 30.494 
3,0.002466,0.002952,0.001996,5,10,337.746693,-28.833 30.494 
4,0.002686,0.005136,0.001998,5,10,193.692501,-29.934 34.452 
5,0.007301,0.043276,0.002004,5,10,22.107500,-32.768 33.115 
6,0.024454,0.043276,0.002790,5,10,22.107500,-32.768 33.115 
7,0.027969,0.043345,0.002004,5,10,22.070624,-32.768 33.111 
8,0.034187,0.043630,0.002009,5,10,21.919971,-32.113 33.115 
9,0.030036,0.043724,0.001996,5,10,21.870908,-32.113 33.110 
10,0.025183,0.043724,0.001996,5,10,21.870908,-32.113 33.110 
11,0.036907,0.043724,0.017517,5,10,21.870908,-32.113 33.110 
12,0.032880,0.047273,0.002008,5,10,20.153549,-32.113 31.799 
13,0.023580,0.047273,0.001996,5,10,20.153549,-32.113 31.799 
14,0.033888,0.047273,0.002163,5,10,20.153549,-32.113 31.799 
15,0.027456,0.047273,0.002015,5,10,20.153546,-32.021 31.799 
16,0.023110,0.047273,0.001996,5,10,20.153529,-32.113 31.812 
17,0.033708,0.047273,0.001996,5,10,20.153529,-32.113 31.812 
18,0.038595,0.047274,0.002199,5,10,20.153491,-32.113 31.944 
19,0.028196,0.047274,0.002012,5,10,20.153491,-32.113 31.944 
20,0.036672,0.056392,0.002005,5,10,16.732894,-31.587 -33.592 
21,0.042282,0.056392,0.005667,5,10,16.732894,-31.587 -33.592 
22,0.063219,0.179609,0.047179,5,10,4.567646,-32.113 -33.239 
23,0.054815,0.179609,0.002005,5,10,4.567646,-32.113 -33.239 
24,0.087613,0.374294,0.001996,5,10,1.671693,-32.237 -32.937 
25,0.207795,0.374294,0.047038,5,10,1.671693,-32.237 -32.937 
26,0.161003,0.374294,0.002027,5,10,1.671693,-32.237 -32.937 
27,0.309267,0.378223,0.047141,5,10,1.643946,-32.235 -32.931 
28,0.280703,0.382091,0.003052,5,10,1.617178,-32.237 -32.924 
29,0.245516,0.382858,0.002060,5,10,1.611934,-32.237 -32.923 
30,0.190203,0.382858,0.001996,5,10,1.611934,-32.237 -32.923 
31,0.341133,0.382858,0.002072,5,10,1.611934,-32.237 -32.923 
32,0.305343,0.385147,0.002008,5,10,1.596414,-32.235 -32.919 
33,0.273334,0.443365,0.002012,5,10,1.255478,-32.221 -32.798 
34,0.213203,0.443365,0.002060,5,10,1.255478,-32.221 -32.798 
35,0.300954,0.495986,0.002319,5,10,1.016184,-32.221 -31.487 
36,0.236995,0.499530,0.001996,5,10,1.001882,-32.221 -31.605 
37,0.358464,0.499559,0.002010,5,10,1.001764,-31.959 -31.605 
38,0.235832,0.499559,0.001996,5,10,1.001764,-31.959 -31.605 
39,0.269897,0.499559,0.001996,5,10,1.001764,-31.959 -31.605 
40,0.322954,0.499559,0.003061,5,10,1.001764,-31.959 -31.605 
41,0.298827,0.499663,0.002073,5,10,1.001349,-32.152 -31.613 
42,0.409566,0.500498,0.016792,5,10,0.998009,-31.959 -32.130 
43,0.390369,0.500498,0.001996,5,10,0.998009,-31.959 -32.130 
44,0.362778,0.500498,0.002037,5,10,0.998009,-31.959 -32.130 
45,0.406455,0.500498,0.009867,5,10,0.998009,-31.959 -32.130 
46,0.344225,0.500498,0.002038,5,10,0.998009,-31.968 -32.130 
47,0.344708,0.500498,0.002004,5,10,0.998009,-31.968 -32.130 
48,0.336283,0.500498,0.002391,5,10,0.998009,-31.968 -32.130 
49,0.418683,0.500498,0.002216,5,10,0.998009,-31.968 -32.130 
50,0.399586,0.500498,0.001996,5,10,0.998009,-31.968 -32.130 
51,0.354613,0.500498,0.002005,5,10,0.998009,-31.968 -32.130 
52,0.301093,0.500498,0.001996,5,10,0.998009,-31.968 -32.130 
53,0.405313,0.500498,0.002378,5,10,0.998009,-31.968 -32.130 
54,0.500310,0.500498,0.499011,5,10,0.998009,-31.968 -32.130 
55,0.296117,0.500498,0.002059,5,10,0.998009,-31.968 -32.130 
56,0.333719,0.500498,0.001996,5,10,0.998009,-31.968 -32.130 
57,0.361468,0.500498,0.002170,5,10,0.998009,-31.968 -32.130 
58,0.500486,0.500500,0.500373,5,10,0.998004,-31.968 -31.999 
59,0.405467,0.500500,0.003802,5,10,0.998004,-31.968 -31.999 
60,0.301333,0.500500,0.002038,5,10,0.998004,-31.968 -31.999 
61,0.462664,0.500500,0.136322,5,10,0.998004,-31.968 -31.999 
62,0.329350,0.500500,0.002005,5,10,0.998004,-31.968 -31.999 
63,0.359065,0.500500,0.002154,5,10,0.998004,-31.968 -31.999 
64,0.349111,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
65,0.202077,0.500500,0.002004,5,10,0.998004,-31.968 -31.999 
66,0.416746,0.500500,0.002265,5,10,0.998004,-31.968 -31.999 
67,0.307543,0.500500,0.002005,5,10,0.998004,-31.968 -31.999 
68,0.450101,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
69,0.326059,0.500500,0.004012,5,10,0.998004,-31.968 -31.999 
70,0.455452,0.500500,0.142259,5,10,0.998004,-31.968 -31.999 
71,0.298809,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
72,0.399977,0.500500,0.002024,5,10,0.998004,-31.968 -31.999 
73,0.350155,0.500500,0.002009,5,10,0.998004,-31.968 -31.999 
74,0.398447,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
75,0.304748,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
76,0.298608,0.500500,0.002006,5,10,0.998004,-31.968 -31.999 
77,0.298845,0.500500,0.002186,5,10,0.998004,-31.968 -31.999 
78,0.249660,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
79,0.397975,0.500500,0.002088,5,10,0.998004,-31.968 -31.999 
80,0.250582,0.500500,0.002024,5,10,0.998004,-31.968 -31.999 
81,0.448741,0.500500,0.002295,5,10,0.998004,-31.968 -31.999 
82,0.316507,0.500500,0.002005,5,10,0.998004,-31.968 -31.999 
83,0.266687,0.500500,0.001996,5,10,0.998004,-31.968 -31.999 
84,0.412283,0.500500,0.002044,5,10,0.998004,-31.968 -31.999 
85,0.399479,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
86,0.319149,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
87,0.298298,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
88,0.396311,0.500500,0.002274,5,10,0.998004,-31.968 -31.986 
89,0.376138,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
90,0.329670,0.500500,0.002026,5,10,0.998004,-31.968 -31.986 
91,0.407770,0.500500,0.002117,5,10,0.998004,-31.968 -31.986 
92,0.407945,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
93,0.348476,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
94,0.497863,0.500500,0.483794,5,10,0.998004,-31.968 -31.986 
95,0.362739,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
96,0.448977,0.500500,0.002049,5,10,0.998004,-31.968 -31.986 
97,0.498822,0.500500,0.483759,5,10,0.998004,-31.968 -31.986 
98,0.361495,0.500500,0.002253,5,10,0.998004,-31.968 -31.986 
99,0.494346,0.500500,0.462617,5,10,0.998004,-31.968 -31.986 
100,0.210625,0.500500,0.001996,5,10,0.998004,-31.968 -31.986 
