Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002050,0.002515,0.001996,5,10,396.623255,-3.525 -31.430 
2,0.002056,0.002515,0.001996,5,10,396.623255,-3.525 -31.430 
3,0.002059,0.002515,0.001996,5,10,396.623255,-3.525 -31.430 
4,0.003474,0.015648,0.001996,5,10,62.903923,33.661 30.279 
5,0.004999,0.015648,0.001997,5,10,62.903923,33.661 30.279 
6,0.011078,0.019590,0.002018,5,10,50.045166,33.661 30.541 
7,0.016408,0.019590,0.002030,5,10,50.045166,33.661 30.541 
8,0.014192,0.025050,0.002019,5,10,38.920877,33.401 30.541 
9,0.017008,0.027562,0.002005,5,10,35.282155,33.398 30.672 
10,0.011041,0.027562,0.001996,5,10,35.282155,33.398 30.672 
11,0.015030,0.028358,0.001996,5,10,34.263656,33.359 30.672 
12,0.016875,0.028358,0.002045,5,10,34.263656,33.359 30.672 
13,0.023277,0.038242,0.002014,5,10,25.149154,-32.177 30.672 
14,0.024879,0.038242,0.003148,5,10,25.149154,-32.177 30.672 
15,0.031382,0.038413,0.023033,5,10,25.033152,-32.169 30.677 
16,0.031871,0.038413,0.002226,5,10,25.033133,-32.124 30.677 
17,0.029665,0.038413,0.002123,5,10,25.033133,-32.124 30.677 
18,0.034292,0.047084,0.002045,5,10,20.238676,-32.177 31.328 
19,0.038528,0.047093,0.029705,5,10,20.234769,-32.177 31.333 
20,0.035232,0.047093,0.001996,5,10,20.234769,-32.177 31.333 
21,0.028263,0.047093,0.003098,5,10,20.234769,-32.177 31.333 
22,0.043642,0.047093,0.038199,5,10,20.234769,-32.177 31.333 
23,0.040714,0.047188,0.013512,5,10,20.191805,-32.177 31.411 
24,0.036995,0.047190,0.001996,5,10,20.190793,-32.177 31.414 
25,0.031936,0.047190,0.001996,5,10,20.190793,-32.177 31.414 
26,0.037444,0.047190,0.002007,5,10,20.190793,-32.177 31.414 
27,0.033184,0.047190,0.002019,5,10,20.190762,-31.915 31.414 
28,0.043382,0.047190,0.024171,5,10,20.190762,-31.915 31.414 
29,0.043107,0.047190,0.006470,5,10,20.190762,-31.915 31.414 
30,0.033317,0.047190,0.001996,5,10,20.190762,-31.915 31.414 
31,0.040704,0.047206,0.004395,5,10,20.183699,-31.587 31.449 
32,0.033144,0.047206,0.002930,5,10,20.183699,-31.587 31.449 
