Generación,Fx,Var1,Var2
1,11.223194,-15.896,-33.455
2,11.223194,-15.896,-33.455
3,11.223194,-15.896,-33.455
4,2.250901,-15.883,-32.799
5,2.250901,-15.883,-32.799
6,2.250901,-15.885,-32.799
7,2.248365,-15.910,-32.798
8,2.248365,-15.910,-32.798
9,2.248365,-15.910,-32.798
10,2.248365,-15.910,-32.798
11,2.228766,-16.409,-32.785
12,2.228766,-16.409,-32.785
13,2.228766,-16.409,-32.785
14,2.224133,-15.910,-32.785
15,2.224133,-15.910,-32.785
16,2.224133,-15.910,-32.785
17,2.224133,-15.955,-32.785
18,2.224133,-15.955,-32.785
19,2.219523,-15.955,-32.782
20,2.219523,-15.955,-32.782
21,2.219523,-15.955,-32.782
22,2.219523,-15.955,-32.782
23,2.201975,-16.405,-32.769
24,2.201975,-16.405,-32.769
25,2.197603,-15.962,-32.769
26,2.197603,-15.962,-32.769
27,2.197603,-15.988,-32.769
28,2.197603,-15.988,-32.769
29,2.197603,-15.988,-32.769
30,2.197603,-15.988,-32.769
31,2.197603,-15.988,-32.769
32,2.197603,-15.988,-32.769
33,2.197603,-15.988,-32.769
34,2.197603,-15.988,-32.769
35,2.197603,-15.988,-32.769
36,2.197603,-15.988,-32.769
37,2.197603,-15.988,-32.769
38,2.197603,-15.988,-32.769
39,2.197603,-15.988,-32.769
40,2.197603,-15.988,-32.769
41,2.197603,-15.988,-32.769
42,2.197603,-15.988,-32.769
43,2.006487,-15.987,-31.506
44,2.006487,-15.987,-31.506
45,2.006487,-15.987,-31.506
46,2.006487,-15.987,-31.506
47,2.006487,-15.987,-31.506
48,2.006487,-15.987,-31.506
49,2.006487,-15.987,-31.506
50,1.999851,-15.763,-31.556
51,1.992041,-15.856,-31.896
52,1.992041,-15.856,-31.896
53,1.992041,-15.856,-31.896
54,1.992041,-15.856,-31.896
55,1.992041,-15.856,-31.896
56,1.992041,-15.856,-31.896
57,1.992041,-15.856,-31.896
58,1.992041,-15.856,-31.896
59,1.992041,-15.856,-31.896
60,1.992041,-15.856,-31.896
61,1.992041,-15.856,-31.896
62,1.992032,-16.079,-31.896
63,1.992031,-16.079,-31.962
64,1.992031,-16.079,-31.962
65,1.992031,-16.000,-31.962
66,1.992031,-16.000,-31.962
67,1.992031,-16.000,-31.962
68,1.992031,-16.000,-31.962
69,1.992031,-16.000,-31.962
70,1.992031,-16.000,-31.962
71,1.992031,-16.000,-31.962
72,1.992031,-16.000,-31.962
73,1.992031,-16.000,-31.962
74,1.992031,-16.000,-31.962
75,1.992031,-16.000,-31.962
76,1.992031,-16.000,-31.962
77,1.992031,-16.000,-31.962
78,1.992031,-16.000,-31.962
79,1.992031,-15.996,-31.962
80,1.992031,-15.996,-31.962
81,1.992031,-15.996,-31.962
82,1.992031,-15.996,-31.962
83,1.992031,-15.996,-31.962
84,1.992031,-15.992,-31.962
85,1.992031,-15.992,-31.962
86,1.992031,-15.992,-31.962
87,1.992031,-15.996,-31.975
88,1.992031,-15.996,-31.975
89,1.992031,-15.996,-31.975
90,1.992031,-15.996,-31.975
91,1.992031,-15.995,-31.975
92,1.992031,-15.995,-31.975
93,1.992031,-15.993,-31.975
94,1.992031,-15.993,-31.975
95,1.992031,-15.993,-31.975
96,1.992031,-15.993,-31.975
97,1.992031,-15.992,-31.972
98,1.992031,-15.992,-31.972
99,1.992031,-15.992,-31.972
100,1.992031,-15.992,-31.972
