Generación,Fx,Var1,Var2
1,440.893993,-3.939,-31.439
2,440.893993,-3.939,-31.439
3,440.893993,-3.939,-31.439
4,440.893993,-3.939,-31.439
5,440.893993,-3.939,-31.439
6,203.576175,-2.635,-30.650
7,203.576175,-2.635,-30.650
8,203.576175,-2.635,-30.650
9,201.823157,-2.628,-30.650
10,200.234740,-2.628,-30.917
11,3.585596,-15.735,-30.917
12,3.093209,-0.013,-31.305
13,3.093209,-0.013,-31.305
14,3.035378,-0.012,-32.615
15,3.035378,-0.012,-32.615
16,3.035378,-0.012,-32.615
17,2.337171,-16.784,-31.301
18,2.193114,-16.391,-31.236
19,2.193114,-16.391,-31.236
20,2.193114,-16.391,-31.236
21,2.051532,-16.259,-32.625
22,2.051532,-16.259,-32.625
23,2.004314,-16.130,-32.481
24,2.004314,-16.130,-32.481
25,2.004314,-16.130,-32.481
26,2.004059,-16.343,-32.468
27,2.004059,-16.343,-32.468
28,2.004059,-16.343,-32.468
29,2.004059,-16.343,-32.468
30,2.002524,-16.212,-32.468
31,2.001017,-16.343,-32.442
32,2.001017,-16.343,-32.442
33,1.993685,-16.304,-31.691
34,1.993015,-15.780,-31.691
35,1.993015,-15.780,-31.691
36,1.993015,-15.780,-31.691
37,1.993015,-15.780,-31.691
38,1.993015,-15.780,-31.691
39,1.992901,-16.042,-31.691
40,1.992901,-16.042,-31.691
41,1.992577,-15.819,-31.717
42,1.992577,-15.819,-31.717
43,1.992577,-15.819,-31.717
44,1.992176,-15.780,-31.822
45,1.992076,-16.016,-31.811
46,1.992076,-16.016,-31.811
47,1.992076,-16.016,-31.811
48,1.992042,-16.016,-31.850
49,1.992042,-16.016,-31.850
50,1.992042,-16.016,-31.850
51,1.992042,-16.005,-31.850
52,1.992042,-16.005,-31.850
53,1.992042,-16.005,-31.850
54,1.992042,-16.005,-31.850
55,1.992033,-16.016,-32.113
56,1.992033,-16.016,-32.113
57,1.992033,-16.016,-32.113
58,1.992033,-16.005,-32.113
59,1.992033,-16.005,-32.113
60,1.992031,-15.989,-31.984
61,1.992031,-15.989,-31.984
62,1.992031,-15.989,-31.984
63,1.992031,-15.989,-31.984
64,1.992031,-15.989,-31.984
65,1.992031,-15.989,-31.984
66,1.992031,-15.989,-31.984
67,1.992031,-15.989,-31.984
68,1.992031,-15.984,-31.984
69,1.992031,-15.984,-31.984
70,1.992031,-15.984,-31.984
71,1.992031,-15.984,-31.984
72,1.992031,-15.984,-31.984
73,1.992031,-15.984,-31.984
74,1.992031,-15.984,-31.984
75,1.992031,-15.984,-31.984
76,1.992031,-15.984,-31.984
77,1.992031,-15.984,-31.984
78,1.992031,-15.984,-31.984
79,1.992031,-15.984,-31.984
80,1.992031,-15.984,-31.984
81,1.992031,-15.984,-31.984
82,1.992031,-15.984,-31.984
83,1.992031,-15.984,-31.984
84,1.992031,-15.984,-31.984
85,1.992031,-15.984,-31.984
86,1.992031,-15.987,-31.984
87,1.992031,-15.987,-31.984
88,1.992031,-15.987,-31.984
89,1.992031,-15.987,-31.984
90,1.992031,-15.987,-31.984
91,1.992031,-15.987,-31.984
92,1.992031,-15.987,-31.984
93,1.992031,-15.987,-31.984
94,1.992031,-15.987,-31.984
95,1.992031,-15.987,-31.984
96,1.992031,-15.987,-31.984
97,1.992031,-15.987,-31.984
98,1.992031,-15.987,-31.984
99,1.992031,-15.987,-31.984
100,1.992031,-15.987,-31.984
