Generación,Fx,Var1,Var2
1,25.738797,14.790,31.934
2,25.666219,14.795,31.934
3,25.666219,14.795,31.934
4,23.559309,15.052,31.941
5,23.559309,15.052,31.941
6,23.074572,15.241,31.857
7,23.074572,15.241,31.857
8,23.074572,15.241,31.857
9,23.074566,15.241,31.896
10,22.905782,15.578,31.941
11,22.905782,15.578,31.941
12,22.905782,15.578,31.941
13,22.905782,15.578,31.941
14,22.905782,15.578,31.941
15,22.905782,15.578,31.941
16,19.669710,15.571,-33.595
17,19.669205,15.578,-33.595
18,4.650558,15.578,-32.940
19,4.650558,15.578,-32.940
20,4.650558,15.578,-32.940
21,4.650558,15.578,-32.940
22,4.650558,15.578,-32.940
23,4.645603,15.709,-32.940
24,4.645603,15.709,-32.940
25,4.540063,15.709,-32.913
26,4.540063,15.709,-32.913
27,4.177966,15.575,-32.769
28,4.177966,15.575,-32.769
29,4.177966,15.575,-32.769
30,4.177966,15.575,-32.769
31,4.174497,15.636,-32.769
32,4.174497,15.636,-32.769
33,4.174497,15.636,-32.769
34,4.174497,15.636,-32.769
35,4.174497,15.636,-32.769
36,4.174497,15.636,-32.769
37,4.174497,15.636,-32.769
38,4.174497,15.636,-32.769
39,4.174497,15.636,-32.769
40,4.142638,15.255,-31.563
41,4.135852,15.255,-32.166
42,4.000779,16.566,-32.219
43,3.970234,15.649,-31.773
44,3.970234,15.649,-31.773
45,3.970234,15.649,-31.773
46,3.970234,15.649,-31.773
47,3.970230,15.649,-31.774
48,3.970209,15.649,-31.781
49,3.970209,15.649,-31.781
50,3.970209,15.649,-31.781
51,3.970209,15.649,-31.781
52,3.969857,15.662,-31.773
53,3.969857,15.662,-31.773
54,3.968789,15.727,-31.773
55,3.968789,15.727,-31.773
56,3.968789,15.727,-31.773
57,3.968789,15.727,-31.773
58,3.968697,15.727,-31.812
59,3.968655,15.727,-31.909
60,3.968655,15.727,-31.909
61,3.968655,15.727,-31.915
62,3.968655,15.727,-31.915
63,3.968655,15.727,-31.915
64,3.968655,15.727,-31.915
65,3.968655,15.727,-31.915
66,3.968655,15.727,-31.915
67,3.968655,15.727,-31.915
68,3.968655,15.727,-31.915
69,3.968655,15.727,-31.915
70,3.968655,15.727,-31.915
71,3.968655,15.727,-31.915
72,3.968655,15.727,-31.915
73,3.968655,15.727,-31.915
74,3.968655,15.727,-31.915
75,3.968655,15.727,-31.915
76,3.968270,16.143,-32.151
77,3.968270,16.143,-32.151
78,3.968270,16.143,-32.151
79,3.968270,16.143,-32.151
80,3.968270,16.143,-32.151
81,3.968270,16.143,-32.151
82,3.968265,15.881,-32.151
83,3.968265,15.881,-32.151
84,3.968265,15.881,-32.151
85,3.968265,15.881,-32.151
86,3.968262,15.959,-32.151
87,3.968262,15.963,-32.151
88,3.968262,15.963,-32.151
89,3.968262,15.963,-32.151
90,3.968262,15.963,-32.151
91,3.968262,15.963,-32.151
92,3.968258,15.946,-32.141
93,3.968258,15.946,-32.141
94,3.968253,15.934,-31.883
95,3.968252,15.925,-31.889
96,3.968252,15.925,-31.889
97,3.968252,15.925,-31.889
98,3.968252,15.925,-31.889
99,3.968252,15.925,-31.889
100,3.968252,15.925,-31.889
