Generación,Fx,Var1,Var2
1,420.144317,-33.883,-19.704
2,6.903759,-15.967,-15.725
3,6.903759,-15.967,-15.725
4,6.903759,-15.967,-15.725
5,6.903759,-15.967,-15.725
6,6.903759,-15.967,-15.725
7,6.903759,-15.967,-15.725
8,6.903759,-15.967,-15.725
9,6.903759,-15.967,-15.725
10,6.903759,-15.967,-15.725
11,6.903759,-15.967,-15.725
12,6.903759,-15.967,-15.725
13,6.903759,-15.967,-15.725
14,6.903759,-15.967,-15.725
15,5.959998,-32.552,-15.607
16,5.959998,-32.552,-15.607
17,5.959998,-32.552,-15.607
18,5.959998,-32.552,-15.607
19,5.959998,-32.552,-15.607
20,5.952885,-31.616,-15.473
21,5.952885,-31.616,-15.473
22,5.950139,-32.271,-15.473
23,5.933272,-32.284,-15.602
24,5.933272,-32.284,-15.602
25,5.933272,-32.284,-15.602
26,5.929239,-32.271,-16.128
27,5.929239,-32.271,-16.128
28,5.929239,-32.271,-16.128
29,5.929239,-32.271,-16.128
30,5.929239,-32.271,-16.128
31,5.929239,-32.271,-16.128
32,5.929061,-32.245,-16.128
33,5.929061,-32.245,-16.128
34,5.929061,-32.245,-16.128
35,5.929061,-32.245,-16.128
36,5.929061,-32.245,-16.128
37,5.929061,-32.245,-16.128
38,5.929061,-32.245,-16.128
39,5.929061,-32.245,-16.128
40,5.929061,-32.245,-16.128
41,5.929061,-32.245,-16.128
42,5.929061,-32.245,-16.128
43,5.929061,-32.245,-16.128
44,5.929061,-32.245,-16.128
45,5.929061,-32.245,-16.127
46,5.929061,-32.245,-16.127
47,5.929061,-32.245,-16.127
48,5.929061,-32.245,-16.127
49,5.929061,-32.245,-16.127
50,5.929061,-32.245,-16.127
51,5.929061,-32.245,-16.127
52,5.929061,-32.245,-16.127
53,5.929061,-32.245,-16.127
54,5.929061,-32.245,-16.127
55,5.929057,-32.245,-15.930
56,5.929057,-32.245,-15.930
57,5.929057,-32.245,-15.930
58,5.929057,-32.245,-15.930
59,5.929057,-32.245,-15.930
60,5.929057,-32.245,-15.930
61,5.929057,-32.245,-15.930
62,5.929057,-32.245,-15.930
63,5.928846,-32.088,-15.955
64,5.928846,-32.088,-15.955
65,5.928845,-32.009,-15.955
66,5.928845,-32.009,-15.955
67,5.928845,-32.009,-15.955
68,5.928845,-32.009,-15.965
69,5.928845,-32.009,-15.965
70,5.928845,-32.009,-15.965
71,5.928845,-32.009,-15.965
72,5.928845,-32.009,-15.965
73,5.928845,-32.009,-15.965
74,5.928845,-32.009,-15.965
75,5.928845,-32.009,-15.965
76,5.928845,-32.009,-15.965
77,5.928845,-31.983,-15.965
78,5.928845,-31.983,-15.965
79,5.928845,-31.983,-15.965
80,5.928845,-31.983,-15.965
81,5.928845,-31.983,-15.965
82,5.928845,-31.983,-15.965
83,5.928845,-31.983,-15.965
84,5.928845,-31.983,-15.965
85,5.928845,-31.983,-15.965
86,5.928845,-31.944,-15.965
87,5.928845,-31.944,-15.965
88,5.928845,-31.944,-15.965
89,5.928845,-31.944,-15.965
90,5.928845,-31.944,-15.965
91,5.928845,-31.944,-15.965
92,5.928845,-31.944,-15.965
93,5.928845,-31.944,-15.965
94,5.928845,-31.955,-15.965
95,5.928845,-31.955,-15.965
96,5.928845,-31.955,-15.965
97,5.928845,-31.954,-15.965
98,5.928845,-31.954,-15.965
99,5.928845,-31.954,-15.965
100,5.928845,-31.954,-15.965
