Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002238,0.003985,0.001996,5,10,249.952022,-2.717 34.051 
2,0.002402,0.003985,0.001996,5,10,249.952022,-2.717 34.051 
3,0.002525,0.004032,0.001996,5,10,247.041466,-2.704 34.051 
4,0.002587,0.004032,0.001996,5,10,247.041466,-2.704 34.051 
5,0.003979,0.013636,0.001999,5,10,72.333141,-15.818 -29.913 
6,0.006336,0.014519,0.002004,5,10,67.874870,-15.818 -29.939 
7,0.011080,0.025208,0.002005,5,10,38.670514,-15.818 30.354 
8,0.010572,0.025208,0.002384,5,10,38.670514,-15.818 30.354 
9,0.012761,0.026241,0.002006,5,10,37.108909,-15.818 30.380 
10,0.024036,0.044682,0.002332,5,10,21.380581,-15.818 31.166 
11,0.026734,0.044682,0.002350,5,10,21.380581,-15.818 31.166 
12,0.024121,0.044682,0.002159,5,10,21.380581,-15.818 31.166 
13,0.036142,0.045024,0.020035,5,10,21.210274,-15.778 31.271 
14,0.031845,0.045024,0.001997,5,10,21.210274,-15.778 31.271 
15,0.036112,0.045024,0.006922,5,10,21.210199,-15.818 31.271 
16,0.033521,0.045024,0.002006,5,10,21.210199,-15.818 31.271 
17,0.033689,0.045027,0.001996,5,10,21.208723,-15.818 31.272 
18,0.041626,0.045027,0.016237,5,10,21.208723,-15.818 31.272 
19,0.036969,0.045027,0.002036,5,10,21.208723,-15.818 31.272 
20,0.042965,0.045027,0.025743,5,10,21.208697,-15.857 31.272 
21,0.035177,0.045027,0.002378,5,10,21.208697,-15.857 31.272 
22,0.037168,0.045027,0.002852,5,10,21.208697,-15.857 31.272 
23,0.039033,0.045027,0.002045,5,10,21.208697,-15.857 31.272 
24,0.030303,0.045027,0.002011,5,10,21.208697,-15.857 31.272 
25,0.031265,0.045027,0.002094,5,10,21.208697,-15.857 31.272 
26,0.031741,0.045027,0.002031,5,10,21.208697,-15.857 31.272 
27,0.032259,0.045033,0.002028,5,10,21.205776,-16.050 31.275 
28,0.024836,0.045033,0.001996,5,10,21.205776,-16.050 31.275 
29,0.041708,0.045211,0.019252,5,10,21.118540,-16.069 31.393 
30,0.035911,0.045211,0.002660,5,10,21.118540,-16.069 31.393 
31,0.039706,0.045211,0.002291,5,10,21.118540,-16.069 31.393 
32,0.035469,0.045233,0.002004,5,10,21.107868,-15.938 31.419 
33,0.026912,0.045233,0.001996,5,10,21.107868,-15.938 31.419 
34,0.031279,0.045471,0.002050,5,10,20.991870,-32.978 31.419 
35,0.040859,0.045471,0.002007,5,10,20.991870,-32.978 31.419 
36,0.044718,0.045471,0.040798,5,10,20.991870,-32.978 31.419 
37,0.040961,0.045471,0.015462,5,10,20.991870,-32.978 31.419 
38,0.029051,0.045700,0.002005,5,10,20.881891,-32.952 31.393 
39,0.039386,0.045700,0.006248,5,10,20.881891,-32.952 31.393 
40,0.028127,0.045700,0.001996,5,10,20.881891,-32.952 31.393 
41,0.024708,0.045700,0.001996,5,10,20.881891,-32.952 31.393 
42,0.038467,0.045709,0.003802,5,10,20.877334,-32.952 31.404 
43,0.026874,0.045709,0.001996,5,10,20.877334,-32.952 31.404 
44,0.024501,0.045709,0.001996,5,10,20.877334,-32.952 31.404 
45,0.025949,0.045709,0.001996,5,10,20.877334,-32.952 31.404 
46,0.025248,0.045779,0.002048,5,10,20.844122,-32.948 31.452 
47,0.030292,0.045779,0.002009,5,10,20.844122,-32.948 31.452 
