Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002259,0.003476,0.001996,5,10,286.710414,2.915 1.891 
2,0.008811,0.068224,0.001997,5,10,13.657530,16.363 0.582 
3,0.041594,0.068234,0.002023,5,10,13.655512,16.232 0.582 
4,0.053458,0.068234,0.002029,5,10,13.655512,16.232 0.582 
5,0.043329,0.068392,0.001996,5,10,13.621695,16.360 0.320 
6,0.037806,0.068392,0.002007,5,10,13.621695,16.360 0.320 
7,0.045592,0.068392,0.003050,5,10,13.621695,16.360 0.320 
8,0.059754,0.068401,0.002006,5,10,13.619622,16.098 0.320 
9,0.041783,0.068401,0.002005,5,10,13.619622,16.098 0.320 
10,0.055041,0.068402,0.002048,5,10,13.619397,16.098 0.307 
11,0.058786,0.068402,0.002155,5,10,13.619397,16.098 0.307 
12,0.048326,0.068402,0.001996,5,10,13.619397,16.098 0.307 
13,0.052637,0.068402,0.002004,5,10,13.619397,16.098 0.307 
14,0.065957,0.068402,0.045467,5,10,13.619397,16.098 0.307 
15,0.052789,0.068402,0.002008,5,10,13.619397,16.098 0.307 
16,0.064624,0.068406,0.045637,5,10,13.618610,16.098 0.060 
17,0.065782,0.068406,0.045565,5,10,13.618610,16.098 0.060 
18,0.061199,0.068406,0.002046,5,10,13.618609,16.020 0.060 
19,0.061406,0.068406,0.004103,5,10,13.618609,16.020 0.060 
20,0.052834,0.068406,0.002033,5,10,13.618609,16.020 0.060 
21,0.052758,0.068406,0.001997,5,10,13.618609,16.020 0.060 
22,0.041699,0.068406,0.001997,5,10,13.618609,16.020 0.060 
23,0.048415,0.068406,0.002004,5,10,13.618609,16.020 0.060 
24,0.061581,0.068406,0.002588,5,10,13.618609,16.020 0.060 
25,0.060384,0.068406,0.003592,5,10,13.618609,16.020 0.060 
26,0.042110,0.068406,0.002039,5,10,13.618609,16.020 0.060 
27,0.046493,0.068406,0.002043,5,10,13.618609,16.020 0.060 
28,0.048649,0.068406,0.002114,5,10,13.618609,16.020 0.060 
29,0.043729,0.068406,0.002022,5,10,13.618609,16.020 0.060 
30,0.059957,0.068406,0.002017,5,10,13.618609,16.020 0.060 
31,0.066585,0.068406,0.051172,5,10,13.618609,16.020 0.060 
32,0.055309,0.068406,0.002125,5,10,13.618609,15.957 0.060 
33,0.041821,0.068406,0.002005,5,10,13.618609,15.957 0.060 
34,0.035761,0.068406,0.002242,5,10,13.618609,15.957 0.060 
35,0.028860,0.068406,0.002002,5,10,13.618609,15.957 0.060 
36,0.053653,0.068406,0.001996,5,10,13.618609,15.957 0.060 
37,0.053519,0.068406,0.002887,5,10,13.618609,15.957 0.021 
38,0.066182,0.068406,0.048482,5,10,13.618609,15.957 0.021 
39,0.054835,0.068406,0.002004,5,10,13.618609,15.957 0.021 
