Generación,Fx,Var1,Var2
1,222.967,18.3996,-29.5667
2,222.967,18.3996,-29.5667
3,187.159,1.99152,29.5547
4,187.159,1.99152,29.5547
5,20.2621,-31.2997,31.8877
6,0.998057,-32.1887,-31.8567
7,0.998057,-32.1887,-31.8567
8,0.998057,-32.1887,-31.8567
9,0.998044,-32.1767,-32.1457
10,0.998044,-32.1767,-32.1457
11,0.998044,-32.1767,-32.1457
12,0.998044,-32.1767,-31.8547
13,0.998042,-32.1747,-32.1457
14,0.998036,-32.1767,-31.8897
15,0.998036,-32.1767,-31.8897
16,0.998036,-32.1767,-31.8897
17,0.998036,-32.1767,-31.8897
18,0.998036,-32.1767,-31.8907
19,0.998036,-32.1767,-31.8907
20,0.998036,-32.1767,-31.8907
21,0.998006,-32.0767,-31.8907
22,0.998006,-32.0767,-31.8907
23,0.998006,-32.0767,-31.8907
24,0.998006,-32.0767,-31.8907
25,0.998006,-32.0767,-31.8907
26,0.998006,-32.0767,-31.8907
27,0.998006,-32.0767,-31.8907
28,0.998006,-32.0767,-31.8907
29,0.998006,-32.0767,-31.8907
30,0.998006,-32.0767,-31.8907
31,0.998006,-32.0767,-31.8907
32,0.998006,-32.0767,-31.8907
33,0.998006,-32.0767,-31.8907
34,0.998006,-32.0767,-31.8907
35,0.998006,-32.0767,-31.8907
36,0.998006,-32.0767,-31.8907
37,0.998006,-32.0767,-31.8907
38,0.998006,-32.0767,-31.8907
39,0.998006,-32.0767,-31.8907
40,0.998006,-32.0767,-31.8907
41,0.998004,-32.0767,-31.9817
42,0.998004,-32.0767,-31.9817
43,0.998004,-32.0767,-31.9817
44,0.998004,-32.0767,-31.9817
45,0.998004,-32.0767,-31.9817
46,0.998004,-32.0767,-31.9817
47,0.998004,-32.0767,-31.9817
48,0.998004,-32.0767,-31.9817
49,0.998004,-32.0767,-31.9817
50,0.998004,-32.0767,-31.9817
51,0.998004,-32.0767,-31.9817
52,0.998004,-32.0767,-31.9817
53,0.998004,-32.0767,-31.9817
54,0.998004,-32.0767,-31.9817
55,0.998004,-32.0767,-31.9817
56,0.998004,-32.0767,-31.9817
57,0.998004,-32.0767,-31.9817
58,0.998004,-32.0767,-31.9817
59,0.998004,-32.0767,-31.9817
60,0.998004,-31.9327,-31.9817
61,0.998004,-31.9327,-31.9817
62,0.998004,-31.9327,-31.9817
63,0.998004,-31.9327,-31.9807
64,0.998004,-31.9327,-31.9807
65,0.998004,-31.9327,-31.9807
66,0.998004,-31.9647,-32.0437
67,0.998004,-31.9647,-32.0437
68,0.998004,-31.9647,-32.0437
69,0.998004,-31.9647,-32.0437
70,0.998004,-31.9647,-32.0437
71,0.998004,-31.9647,-32.0437
72,0.998004,-31.9647,-32.0437
73,0.998004,-31.9647,-32.0437
74,0.998004,-31.9647,-32.0437
75,0.998004,-31.9647,-32.0427
76,0.998004,-31.9647,-32.0427
77,0.998004,-31.9647,-32.0427
78,0.998004,-31.9647,-32.0427
79,0.998004,-31.9647,-32.0377
80,0.998004,-31.9647,-32.0377
81,0.998004,-31.9647,-32.0377
82,0.998004,-31.9647,-32.0377
83,0.998004,-31.9647,-32.0377
84,0.998004,-31.9647,-32.0377
85,0.998004,-31.9647,-32.0377
86,0.998004,-31.9647,-32.0377
87,0.998004,-31.9647,-32.0377
88,0.998004,-31.9647,-32.0377
89,0.998004,-31.9647,-32.0067
90,0.998004,-31.9647,-32.0067
91,0.998004,-31.9647,-32.0067
92,0.998004,-31.9647,-32.0067
93,0.998004,-31.9647,-32.0067
94,0.998004,-31.9647,-32.0067
95,0.998004,-31.9647,-32.0067
96,0.998004,-31.9647,-32.0067
97,0.998004,-31.9647,-32.0067
98,0.998004,-31.9647,-32.0067
99,0.998004,-31.9647,-32.0067
100,0.998004,-31.9647,-32.0067
