Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.0025983,0.00497155,0.00199607,5,10,200.145,18.0656 2.49652 
2,0.00296235,0.00498943,0.00199605,5,10,199.424,-18.0656 -2.49652 
3,0.00440643,0.019335,0.00200363,5,10,50.7197,14.6706 30.2687 
4,0.00661917,0.019335,0.00199607,5,10,50.7197,14.6706 30.2687 
5,0.00801939,0.0231324,0.00199606,5,10,42.2293,14.6706 30.4027 
6,0.00620731,0.0231324,0.00199604,5,10,42.2293,14.6706 30.4027 
7,0.0171693,0.0420612,0.00199605,5,10,22.7749,14.7006 -30.4287 
8,0.0199758,0.0434982,0.00201066,5,10,21.9895,0.142501 31.6767 
9,0.0641921,0.250953,0.0019961,5,10,2.98481,0.373503 -31.8367 
10,0.112749,0.499848,0.00199606,5,10,1.00061,-32.3707 -31.8367 
11,0.0858596,0.499848,0.00577418,5,10,1.00061,-32.3707 -31.8367 
12,0.12119,0.500487,0.00200441,5,10,0.998055,-32.1787 -31.8367 
13,0.238939,0.500491,0.0235946,5,10,0.998038,-32.1387 -31.8267 
14,0.131138,0.500491,0.00236998,5,10,0.998038,-32.1387 -31.8267 
15,0.168369,0.500491,0.020112,5,10,0.998038,-32.1387 -31.8267 
16,0.155531,0.500491,0.00250634,5,10,0.998038,-32.1387 -31.8267 
17,0.095725,0.500491,0.0019961,5,10,0.998038,-32.1387 -31.8267 
18,0.110024,0.500491,0.00229297,5,10,0.998038,-32.1387 -31.8267 
19,0.146602,0.500491,0.00201326,5,10,0.998038,-32.1387 -31.8267 
20,0.0794399,0.500491,0.00200596,5,10,0.998038,-32.1387 -31.8267 
21,0.0965659,0.500491,0.00200374,5,10,0.998038,-32.1387 -31.8267 
22,0.146923,0.500491,0.0315132,5,10,0.998038,-32.1387 -31.8267 
23,0.123615,0.500491,0.00199609,5,10,0.998038,-32.1387 -31.8267 
24,0.189151,0.500491,0.00201085,5,10,0.998038,-32.1387 -31.8267 
25,0.160645,0.500491,0.00225394,5,10,0.998038,-32.1387 -31.8267 
26,0.14654,0.500491,0.00925657,5,10,0.998038,-32.1387 -31.8267 
27,0.177057,0.500491,0.00201089,5,10,0.998038,-32.1387 -31.8267 
28,0.18827,0.500493,0.00611884,5,10,0.998029,-32.1387 -31.8377 
29,0.134765,0.500493,0.00200631,5,10,0.998029,-32.1387 -31.8377 
30,0.176522,0.500493,0.0020109,5,10,0.998029,-32.1387 -31.8377 
31,0.12586,0.500493,0.00201026,5,10,0.998029,-32.1387 -31.8377 
32,0.112576,0.500493,0.00200795,5,10,0.998029,-32.1387 -31.8377 
33,0.171847,0.500493,0.00201352,5,10,0.998029,-32.1387 -31.8377 
34,0.123798,0.500495,0.00249015,5,10,0.99802,-32.1387 -31.8547 
35,0.175681,0.500495,0.00200411,5,10,0.99802,-32.1387 -31.8547 
36,0.179435,0.500497,0.00201345,5,10,0.998013,-32.1387 -31.8897 
37,0.243148,0.500498,0.00200152,5,10,0.998008,-32.1167 -31.8897 
38,0.147986,0.500498,0.00201005,5,10,0.998008,-32.1167 -31.8897 
39,0.0698574,0.500498,0.00200522,5,10,0.998008,-32.1167 -31.8897 
40,0.161679,0.500499,0.00200429,5,10,0.998007,-32.1167 -31.9177 
41,0.132713,0.500499,0.00200472,5,10,0.998007,-32.1167 -31.9177 
42,0.279646,0.500499,0.0020093,5,10,0.998007,-32.1167 -31.9177 
43,0.204346,0.500499,0.00200487,5,10,0.998007,-32.1167 -31.9177 
44,0.19535,0.500499,0.00200914,5,10,0.998007,-32.1167 -31.9177 
45,0.147684,0.500499,0.0019987,5,10,0.998007,-32.1167 -31.9177 
46,0.140265,0.500499,0.00200404,5,10,0.998006,-31.8887 -31.9147 
47,0.269829,0.500499,0.0138176,5,10,0.998006,-31.8887 -31.9577 
48,0.171808,0.500499,0.00199957,5,10,0.998006,-31.8887 -31.9577 
49,0.0825995,0.500499,0.00200927,5,10,0.998006,-31.8887 -31.9577 
50,0.112134,0.500499,0.00201019,5,10,0.998006,-31.8887 -31.9577 
51,0.169284,0.500499,0.00250399,5,10,0.998005,-31.9007 -31.9577 
52,0.174452,0.500499,0.00200498,5,10,0.998005,-31.9007 -31.9577 
53,0.0893068,0.500499,0.00650612,5,10,0.998005,-31.9007 -31.9577 
54,0.100698,0.500499,0.00200491,5,10,0.998005,-31.9007 -31.9577 
55,0.0959185,0.500499,0.00489922,5,10,0.998005,-31.9007 -31.9577 
56,0.115685,0.500499,0.00200943,5,10,0.998005,-31.9007 -31.9577 
57,0.186567,0.500499,0.00522081,5,10,0.998005,-31.9007 -31.9577 
58,0.100014,0.500499,0.00200386,5,10,0.998005,-31.9007 -31.9577 
59,0.200095,0.500499,0.00588032,5,10,0.998005,-31.9007 -31.9577 
60,0.0618871,0.500499,0.00201088,5,10,0.998005,-31.9007 -31.9577 
61,0.184435,0.500499,0.00199602,5,10,0.998005,-31.9007 -31.9577 
62,0.130074,0.500499,0.00210885,5,10,0.998005,-31.9007 -31.9577 
63,0.1727,0.500499,0.00200953,5,10,0.998005,-31.9007 -31.9577 
64,0.0910407,0.500499,0.0023887,5,10,0.998005,-31.9007 -31.9577 
65,0.168407,0.500499,0.00219393,5,10,0.998005,-31.9007 -31.9577 
66,0.182946,0.500499,0.00200509,5,10,0.998005,-31.9007 -31.9577 
67,0.177771,0.500499,0.00208168,5,10,0.998005,-31.9007 -31.9577 
68,0.0755967,0.500499,0.00199608,5,10,0.998005,-31.9007 -31.9577 
69,0.13228,0.500499,0.00200949,5,10,0.998005,-31.9007 -31.9577 
70,0.194116,0.500499,0.00201659,5,10,0.998005,-31.9007 -31.9577 
71,0.205396,0.500499,0.0020102,5,10,0.998005,-31.9007 -31.9577 
72,0.197579,0.500499,0.0020112,5,10,0.998005,-31.9007 -31.9577 
73,0.113652,0.500499,0.00200394,5,10,0.998005,-31.9007 -31.9577 
74,0.0892621,0.500499,0.00201103,5,10,0.998005,-31.9007 -31.9577 
75,0.140979,0.500499,0.00200947,5,10,0.998005,-31.9007 -31.9577 
76,0.186288,0.500499,0.00200836,5,10,0.998005,-31.9007 -31.9577 
77,0.148977,0.500499,0.00199612,5,10,0.998005,-31.9007 -31.9577 
78,0.178393,0.500499,0.0019995,5,10,0.998005,-31.9007 -31.9577 
79,0.168904,0.500499,0.00200488,5,10,0.998005,-31.9047 -31.9577 
80,0.125335,0.500499,0.00201073,5,10,0.998005,-31.9047 -31.9577 
81,0.133588,0.500499,0.00199611,5,10,0.998005,-31.9047 -31.9577 
82,0.196977,0.500499,0.00278795,5,10,0.998005,-31.9047 -31.9577 
83,0.179033,0.500499,0.00199609,5,10,0.998005,-31.9047 -31.9577 
84,0.242218,0.500499,0.0429035,5,10,0.998005,-31.9047 -31.9587 
85,0.218057,0.500499,0.00200542,5,10,0.998005,-31.9047 -31.9587 
86,0.0817787,0.500499,0.00296125,5,10,0.998005,-31.9047 -31.9587 
87,0.0872327,0.500499,0.00200949,5,10,0.998005,-31.9047 -31.9587 
88,0.179354,0.500499,0.00200962,5,10,0.998005,-31.9047 -31.9587 
89,0.210032,0.5005,0.00200518,5,10,0.998004,-31.9377 -31.9777 
90,0.132922,0.5005,0.00200928,5,10,0.998004,-31.9377 -31.9777 
91,0.120236,0.5005,0.00199602,5,10,0.998004,-31.9377 -31.9777 
92,0.112494,0.5005,0.0019961,5,10,0.998004,-31.9377 -31.9777 
93,0.246956,0.5005,0.00199922,5,10,0.998004,-31.9617 -31.9777 
94,0.11654,0.5005,0.00200491,5,10,0.998004,-31.9617 -31.9777 
95,0.228309,0.5005,0.0020055,5,10,0.998004,-31.9617 -31.9777 
96,0.183658,0.5005,0.0020093,5,10,0.998004,-31.9617 -31.9777 
97,0.156482,0.5005,0.00200959,5,10,0.998004,-31.9617 -31.9777 
98,0.142275,0.5005,0.00200403,5,10,0.998004,-31.9617 -31.9777 
99,0.214182,0.5005,0.00219514,5,10,0.998004,-31.9617 -31.9787 
