Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.00414355,0.0200668,0.00199601,5,10,48.8335,16.8766 -17.8836 
2,0.0186293,0.0952679,0.00200415,5,10,9.49672,16.5316 -16.9326 
3,0.0445445,0.101336,0.00200461,5,10,8.8682,16.5316 -16.4236 
4,0.028758,0.101336,0.00200395,5,10,8.8682,16.5316 -16.4236 
5,0.0513809,0.199423,0.0019961,5,10,4.01446,16.2366 -31.3997 
6,0.0491729,0.199423,0.00244648,5,10,4.01446,16.2366 -31.3997 
7,0.0811463,0.328942,0.00208916,5,10,2.04005,-16.2436 -31.3967 
8,0.0696005,0.328942,0.00201747,5,10,2.04005,-16.2436 -31.3967 
9,0.0637065,0.328942,0.00200114,5,10,2.04005,-16.2436 -31.3967 
10,0.0702543,0.328942,0.00199605,5,10,2.04005,-16.2436 -31.3967 
11,0.0687803,0.328942,0.00202099,5,10,2.04005,-16.2436 -31.3967 
12,0.118897,0.328942,0.0220051,5,10,2.04005,-16.2436 -31.3967 
13,0.115368,0.332532,0.0020191,5,10,2.00723,-15.5016 -32.0877 
14,0.146897,0.332667,0.00199607,5,10,2.00601,-16.1836 -31.5087 
15,0.127249,0.332667,0.00200509,5,10,2.00601,-16.1836 -31.5087 
16,0.119139,0.332667,0.00200372,5,10,2.00601,-16.1836 -31.5087 
17,0.0871215,0.332667,0.00201648,5,10,2.00601,-16.1836 -31.5087 
18,0.0794872,0.332667,0.0020141,5,10,2.00601,-16.1836 -31.5087 
19,0.0541977,0.332667,0.00199609,5,10,2.00601,-16.1836 -31.5087 
20,0.180144,0.332667,0.0380919,5,10,2.00601,-16.1836 -31.5087 
21,0.0961902,0.332667,0.00252134,5,10,2.00601,-16.1836 -31.5087 
22,0.148527,0.333177,0.00215859,5,10,2.00141,-16.2016 -31.5407 
23,0.134195,0.333177,0.00208444,5,10,2.00141,-16.2016 -31.5407 
24,0.133064,0.333177,0.00200413,5,10,2.00141,-16.2016 -31.5407 
25,0.135499,0.333177,0.0044923,5,10,2.00141,-16.2016 -31.5407 
