Generación,Fx,Var1,Var2
1,79.6555,-1.98152,-17.7236
2,37.7668,-30.7867,17.6696
3,16.6777,-15.2826,15.3006
4,9.66715,-1.10151,-15.3556
5,9.66715,-1.10151,-15.3556
6,7.05331,-15.3016,-15.4196
7,7.05331,-15.3016,-15.4196
8,7.05331,-15.3016,-15.4196
9,7.05331,-15.3016,-15.4196
10,7.01617,-15.3016,-15.8356
11,6.9885,-15.3336,-15.8516
12,6.9885,-15.3336,-15.8516
13,6.9885,-15.3336,-15.8516
14,6.9885,-15.3336,-15.8516
15,6.9885,-15.3336,-15.8516
16,6.90761,-16.3576,-15.6366
17,6.90761,-16.3576,-15.6366
18,6.90761,-16.3576,-15.6366
19,6.90334,-16.0896,-16.0166
20,6.90334,-16.0896,-16.0166
21,6.90334,-16.0896,-16.0166
22,3.96746,-14.8776,-32.0207
23,3.55167,-0.297502,-31.0877
24,2.98317,-0.295502,-32.2727
25,2.08046,-15.3316,-32.0087
26,2.08046,-15.3316,-32.0087
27,2.0685,-15.3476,-32.0087
28,2.0685,-15.3476,-32.0087
29,2.0685,-15.3476,-32.0087
30,2.0685,-15.3476,-32.0087
31,2.0685,-15.3476,-32.0087
32,2.0685,-15.3476,-32.0087
33,2.0685,-15.3476,-31.9847
34,2.0685,-15.3476,-31.9847
35,2.0685,-15.3476,-31.9847
36,2.06799,-15.3486,-31.7587
37,2.06799,-15.3486,-31.7587
38,2.06799,-15.3486,-31.7587
39,2.01262,-15.4766,-31.7587
40,2.01262,-15.4766,-31.7587
41,2.01262,-15.4766,-31.7587
42,1.9927,-15.7566,-31.7217
43,1.9927,-15.7566,-31.7217
44,1.9927,-15.7566,-31.7217
45,1.9927,-15.7566,-31.7217
46,1.9927,-15.7566,-31.7217
47,1.9927,-15.7566,-31.7217
48,1.9927,-15.7566,-31.7217
49,1.9927,-15.7566,-31.7217
50,1.9927,-15.7566,-31.7217
51,1.99257,-15.7586,-31.7347
52,1.99257,-15.7586,-31.7347
53,1.99257,-15.7586,-31.7347
54,1.99257,-15.7586,-31.7347
55,1.99257,-15.7586,-31.7347
56,1.99257,-15.7586,-31.7347
57,1.99257,-15.7586,-31.7347
58,1.99245,-15.7986,-31.7337
59,1.99245,-15.7986,-31.7337
60,1.99245,-15.7986,-31.7337
61,1.99245,-15.7986,-31.7337
62,1.9921,-15.7986,-32.0107
63,1.9921,-15.7986,-32.0107
64,1.9921,-15.7986,-32.0107
65,1.9921,-15.7986,-32.0107
66,1.9921,-15.7986,-32.0107
67,1.9921,-15.7986,-32.0107
68,1.9921,-15.7986,-32.0107
69,1.05339,-32.1857,-32.6177
70,1.05339,-32.1857,-32.6177
71,1.05339,-32.1857,-32.6177
72,1.05339,-32.1857,-32.6177
73,1.05339,-32.1857,-32.6177
74,1.05339,-32.1857,-32.6177
75,1.05339,-32.1857,-32.6177
76,1.05339,-32.1857,-32.6177
77,1.05339,-32.1857,-32.6177
78,1.00109,-32.3817,-31.8947
79,0.998006,-32.0577,-31.8837
80,0.998006,-32.0577,-31.8847
81,0.998006,-32.0577,-31.8847
82,0.998006,-32.0577,-31.8847
83,0.998006,-32.0577,-31.8847
84,0.998006,-32.0577,-31.8847
85,0.998006,-32.0577,-31.8907
86,0.998006,-32.0577,-31.8907
87,0.998006,-32.0577,-31.8907
88,0.998006,-32.0577,-31.8907
89,0.998004,-31.9937,-31.9547
90,0.998004,-31.9937,-31.9547
91,0.998004,-31.9937,-31.9817
92,0.998004,-31.9937,-31.9817
93,0.998004,-31.9937,-31.9817
94,0.998004,-31.9937,-31.9817
95,0.998004,-31.9937,-31.9807
96,0.998004,-31.9937,-31.9807
97,0.998004,-31.9937,-31.9807
98,0.998004,-31.9917,-31.9817
99,0.998004,-31.9917,-31.9817
100,0.998004,-31.9917,-31.9817
