Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.00224323,0.00439148,0.00199602,5,10,226.714,34.7028 31.5847 
2,0.0027275,0.0068371,0.00199602,5,10,145.261,34.4178 -31.8967 
3,0.0148739,0.118647,0.0019963,5,10,7.42835,33.1678 -31.5917 
4,0.0189824,0.118647,0.00199601,5,10,7.42835,33.1678 -31.5917 
5,0.0342233,0.119357,0.00199601,5,10,7.37819,33.1638 -31.5917 
6,0.0523791,0.119357,0.00200453,5,10,7.37819,33.1638 -31.5917 
7,0.0364537,0.16449,0.00199601,5,10,5.07939,32.6627 -31.3997 
8,0.0550517,0.16589,0.00199601,5,10,5.0281,32.6487 -31.5917 
9,0.0589115,0.16589,0.00199607,5,10,5.0281,32.6487 -31.5917 
10,0.0961695,0.250835,0.00200502,5,10,2.98668,-0.115501 -31.5917 
11,0.106968,0.25102,0.00893783,5,10,2.98375,0.114501 -31.6557 
12,0.0564978,0.25102,0.0020135,5,10,2.98375,0.114501 -31.6557 
13,0.0586511,0.25102,0.00199601,5,10,2.98375,0.114501 -31.6557 
14,0.0997095,0.25102,0.00224502,5,10,2.98375,0.114501 -31.6557 
15,0.0548983,0.25102,0.00199601,5,10,2.98375,0.114501 -31.6557 
16,0.045531,0.25102,0.00201116,5,10,2.98375,0.114501 -31.6557 
17,0.0619664,0.25102,0.00199601,5,10,2.98375,0.114501 -31.6557 
18,0.0604602,0.251082,0.00200464,5,10,2.98276,-0.0135001 -31.7047 
19,0.147548,0.251082,0.00224489,5,10,2.98276,-0.0135001 -31.7047 
20,0.100812,0.251082,0.0266169,5,10,2.98276,-0.0135001 -31.7047 
21,0.0728448,0.251082,0.0020039,5,10,2.98276,-0.0135001 -31.7047 
22,0.0898339,0.251088,0.00199713,5,10,2.98267,-0.0135001 -31.7117 
23,0.0738057,0.251088,0.00200676,5,10,2.98267,-0.0135001 -31.7117 
24,0.0445859,0.251088,0.00199601,5,10,2.98267,-0.0135001 -31.7117 
25,0.0429202,0.251088,0.00200399,5,10,2.98267,-0.0135001 -31.7117 
26,0.04678,0.251088,0.00202037,5,10,2.98267,-0.0135001 -31.7117 
