Generación,Fx,Var1,Var2
1,200.145,18.0656,2.49652
2,199.424,-18.0656,-2.49652
3,50.7197,14.6706,30.2687
4,50.7197,14.6706,30.2687
5,42.2293,14.6706,30.4027
6,42.2293,14.6706,30.4027
7,22.7749,14.7006,-30.4287
8,21.9895,0.142501,31.6767
9,2.98481,0.373503,-31.8367
10,1.00061,-32.3707,-31.8367
11,1.00061,-32.3707,-31.8367
12,0.998055,-32.1787,-31.8367
13,0.998038,-32.1387,-31.8267
14,0.998038,-32.1387,-31.8267
15,0.998038,-32.1387,-31.8267
16,0.998038,-32.1387,-31.8267
17,0.998038,-32.1387,-31.8267
18,0.998038,-32.1387,-31.8267
19,0.998038,-32.1387,-31.8267
20,0.998038,-32.1387,-31.8267
21,0.998038,-32.1387,-31.8267
22,0.998038,-32.1387,-31.8267
23,0.998038,-32.1387,-31.8267
24,0.998038,-32.1387,-31.8267
25,0.998038,-32.1387,-31.8267
26,0.998038,-32.1387,-31.8267
27,0.998038,-32.1387,-31.8267
28,0.998029,-32.1387,-31.8377
29,0.998029,-32.1387,-31.8377
30,0.998029,-32.1387,-31.8377
31,0.998029,-32.1387,-31.8377
32,0.998029,-32.1387,-31.8377
33,0.998029,-32.1387,-31.8377
34,0.99802,-32.1387,-31.8547
35,0.99802,-32.1387,-31.8547
36,0.998013,-32.1387,-31.8897
37,0.998008,-32.1167,-31.8897
38,0.998008,-32.1167,-31.8897
39,0.998008,-32.1167,-31.8897
40,0.998007,-32.1167,-31.9177
41,0.998007,-32.1167,-31.9177
42,0.998007,-32.1167,-31.9177
43,0.998007,-32.1167,-31.9177
44,0.998007,-32.1167,-31.9177
45,0.998007,-32.1167,-31.9177
46,0.998006,-31.8887,-31.9147
47,0.998006,-31.8887,-31.9577
48,0.998006,-31.8887,-31.9577
49,0.998006,-31.8887,-31.9577
50,0.998006,-31.8887,-31.9577
51,0.998005,-31.9007,-31.9577
52,0.998005,-31.9007,-31.9577
53,0.998005,-31.9007,-31.9577
54,0.998005,-31.9007,-31.9577
55,0.998005,-31.9007,-31.9577
56,0.998005,-31.9007,-31.9577
57,0.998005,-31.9007,-31.9577
58,0.998005,-31.9007,-31.9577
59,0.998005,-31.9007,-31.9577
60,0.998005,-31.9007,-31.9577
61,0.998005,-31.9007,-31.9577
62,0.998005,-31.9007,-31.9577
63,0.998005,-31.9007,-31.9577
64,0.998005,-31.9007,-31.9577
65,0.998005,-31.9007,-31.9577
66,0.998005,-31.9007,-31.9577
67,0.998005,-31.9007,-31.9577
68,0.998005,-31.9007,-31.9577
69,0.998005,-31.9007,-31.9577
70,0.998005,-31.9007,-31.9577
71,0.998005,-31.9007,-31.9577
72,0.998005,-31.9007,-31.9577
73,0.998005,-31.9007,-31.9577
74,0.998005,-31.9007,-31.9577
75,0.998005,-31.9007,-31.9577
76,0.998005,-31.9007,-31.9577
77,0.998005,-31.9007,-31.9577
78,0.998005,-31.9007,-31.9577
79,0.998005,-31.9047,-31.9577
80,0.998005,-31.9047,-31.9577
81,0.998005,-31.9047,-31.9577
82,0.998005,-31.9047,-31.9577
83,0.998005,-31.9047,-31.9577
84,0.998005,-31.9047,-31.9587
85,0.998005,-31.9047,-31.9587
86,0.998005,-31.9047,-31.9587
87,0.998005,-31.9047,-31.9587
88,0.998005,-31.9047,-31.9587
89,0.998004,-31.9377,-31.9777
90,0.998004,-31.9377,-31.9777
91,0.998004,-31.9377,-31.9777
92,0.998004,-31.9377,-31.9777
93,0.998004,-31.9617,-31.9777
94,0.998004,-31.9617,-31.9777
95,0.998004,-31.9617,-31.9777
96,0.998004,-31.9617,-31.9777
97,0.998004,-31.9617,-31.9777
98,0.998004,-31.9617,-31.9777
99,0.998004,-31.9617,-31.9787
100,0.998004,-31.9617,-31.9787
