primera evaluacion f(-0.308272, 1.67604) = 20.1729
evaluacion 0: f(-1.29324, -0.545863) = 2.24444
evaluacion 1: f(-1.31014, 0.329914) = 1.54422
evaluacion 2: f(0.577388, 0.469272) = 0.696532
evaluacion 3: f(0.577388, 0.469272) = 0.696532
evaluacion 4: f(0.117566, -0.982732) = -0.192913
evaluacion 5: f(0.246728, 0.546842) = -0.467741
evaluacion 6: f(0.246728, 0.546842) = -0.467741
evaluacion 7: f(0.246728, 0.546842) = -0.467741
evaluacion 8: f(0.246728, 0.546842) = -0.467741
evaluacion 9: f(0.246728, 0.546842) = -0.467741
evaluacion 10: f(0.246728, 0.546842) = -0.467741
evaluacion 11: f(0.246728, 0.546842) = -0.467741
evaluacion 12: f(0.246728, 0.546842) = -0.467741
evaluacion 13: f(0.305821, -0.765734) = -0.848343
evaluacion 14: f(0.305821, -0.765734) = -0.848343
evaluacion 15: f(0.305821, -0.765734) = -0.848343
evaluacion 16: f(0.305821, -0.765734) = -0.848343
evaluacion 17: f(0.305821, -0.765734) = -0.848343
evaluacion 18: f(0.305821, -0.765734) = -0.848343
evaluacion 19: f(0.305821, -0.765734) = -0.848343
evaluacion 20: f(0.305821, -0.765734) = -0.848343
evaluacion 21: f(0.305821, -0.765734) = -0.848343
evaluacion 22: f(0.305821, -0.765734) = -0.848343
evaluacion 23: f(0.305821, -0.765734) = -0.848343
evaluacion 24: f(0.305821, -0.765734) = -0.848343
evaluacion 25: f(0.305821, -0.765734) = -0.848343
evaluacion 26: f(0.305821, -0.765734) = -0.848343
evaluacion 27: f(0.305821, -0.765734) = -0.848343
evaluacion 28: f(0.305821, -0.765734) = -0.848343
evaluacion 29: f(0.305821, -0.765734) = -0.848343
evaluacion 30: f(0.305821, -0.765734) = -0.848343
evaluacion 31: f(0.305821, -0.765734) = -0.848343
evaluacion 32: f(0.305821, -0.765734) = -0.848343
evaluacion 33: f(0.305821, -0.765734) = -0.848343
evaluacion 34: f(0.305821, -0.765734) = -0.848343
evaluacion 35: f(0.305821, -0.765734) = -0.848343
evaluacion 36: f(0.305821, -0.765734) = -0.848343
evaluacion 37: f(0.305821, -0.765734) = -0.848343
evaluacion 38: f(0.305821, -0.765734) = -0.848343
evaluacion 39: f(0.305821, -0.765734) = -0.848343
evaluacion 40: f(0.305821, -0.765734) = -0.848343
evaluacion 41: f(0.305821, -0.765734) = -0.848343
evaluacion 42: f(0.305821, -0.765734) = -0.848343
evaluacion 43: f(0.305821, -0.765734) = -0.848343
evaluacion 44: f(0.305821, -0.765734) = -0.848343
evaluacion 45: f(0.305821, -0.765734) = -0.848343
evaluacion 46: f(0.305821, -0.765734) = -0.848343
evaluacion 47: f(0.305821, -0.765734) = -0.848343
evaluacion 48: f(0.305821, -0.765734) = -0.848343
evaluacion 49: f(0.305821, -0.765734) = -0.848343
evaluacion 50: f(0.305821, -0.765734) = -0.848343
evaluacion 51: f(0.305821, -0.765734) = -0.848343
evaluacion 52: f(0.305821, -0.765734) = -0.848343
evaluacion 53: f(0.305821, -0.765734) = -0.848343
evaluacion 54: f(0.305821, -0.765734) = -0.848343
evaluacion 55: f(0.305821, -0.765734) = -0.848343
evaluacion 56: f(0.305821, -0.765734) = -0.848343
evaluacion 57: f(0.305821, -0.765734) = -0.848343
evaluacion 58: f(0.305821, -0.765734) = -0.848343
evaluacion 59: f(0.305821, -0.765734) = -0.848343
evaluacion 60: f(0.305821, -0.765734) = -0.848343
evaluacion 61: f(0.0301638, -0.739036) = -1.01013
evaluacion 62: f(0.0301638, -0.739036) = -1.01013
evaluacion 63: f(0.0301638, -0.739036) = -1.01013
evaluacion 64: f(0.0301638, -0.739036) = -1.01013
evaluacion 65: f(0.0301638, -0.739036) = -1.01013
evaluacion 66: f(0.0301638, -0.739036) = -1.01013
