primera evaluacion f(0.766176, 0.418964) = 1.434
evaluacion 81: f(0.13937, -0.719824) = -1.0221
evaluacion 82: f(0.0981474, -0.744556) = -1.02292
evaluacion 83: f(0.0981474, -0.744556) = -1.02292
evaluacion 84: f(0.0981474, -0.744556) = -1.02292
evaluacion 85: f(0.0981474, -0.744556) = -1.02292
evaluacion 86: f(0.0981474, -0.744556) = -1.02292
evaluacion 87: f(0.0921603, -0.730113) = -1.02909
evaluacion 88: f(0.0921603, -0.730113) = -1.02909
evaluacion 89: f(0.0921603, -0.730113) = -1.02909
evaluacion 90: f(0.0921603, -0.730113) = -1.02909
evaluacion 91: f(0.0721244, -0.699075) = -1.02916
evaluacion 92: f(0.0721244, -0.699075) = -1.02916
evaluacion 93: f(0.0721244, -0.699075) = -1.02916
evaluacion 94: f(0.0721244, -0.699075) = -1.02916
evaluacion 95: f(0.0721244, -0.699075) = -1.02916
evaluacion 96: f(0.0721244, -0.699075) = -1.02916
evaluacion 97: f(0.0721244, -0.699075) = -1.02916
evaluacion 98: f(0.0721244, -0.699075) = -1.02916
evaluacion 99: f(0.0720736, -0.718426) = -1.03002
