primera evaluacion f(0.766176, 0.418964) = 1.434
evaluacion 0: f(0.766176, 0.418964) = 1.434
evaluacion 1: f(0.958078, -0.764455) = 0.456148
evaluacion 2: f(0.958078, -0.764455) = 0.456148
evaluacion 3: f(0.958078, -0.764455) = 0.456148
evaluacion 4: f(0.725107, -0.806715) = 0.0770311
evaluacion 5: f(0.725107, -0.806715) = 0.0770311
evaluacion 6: f(0.725107, -0.806715) = 0.0770311
evaluacion 7: f(0.725107, -0.806715) = 0.0770311
evaluacion 8: f(0.725107, -0.806715) = 0.0770311
evaluacion 9: f(0.725107, -0.806715) = 0.0770311
evaluacion 10: f(0.725107, -0.806715) = 0.0770311
evaluacion 11: f(0.144598, -0.867374) = -0.788003
evaluacion 12: f(0.144598, -0.867374) = -0.788003
evaluacion 13: f(0.144598, -0.867374) = -0.788003
evaluacion 14: f(0.144598, -0.867374) = -0.788003
evaluacion 15: f(0.144598, -0.867374) = -0.788003
evaluacion 16: f(0.144598, -0.867374) = -0.788003
evaluacion 17: f(0.144598, -0.867374) = -0.788003
evaluacion 18: f(0.144598, -0.867374) = -0.788003
evaluacion 19: f(0.193736, -0.597321) = -0.886495
evaluacion 20: f(0.193736, -0.597321) = -0.886495
evaluacion 21: f(0.193736, -0.597321) = -0.886495
evaluacion 22: f(0.193736, -0.597321) = -0.886495
evaluacion 23: f(0.193736, -0.597321) = -0.886495
evaluacion 24: f(0.193736, -0.597321) = -0.886495
evaluacion 25: f(0.193736, -0.597321) = -0.886495
evaluacion 26: f(0.193736, -0.597321) = -0.886495
evaluacion 27: f(0.193736, -0.597321) = -0.886495
evaluacion 28: f(0.193736, -0.597321) = -0.886495
evaluacion 29: f(0.193736, -0.597321) = -0.886495
evaluacion 30: f(0.193736, -0.597321) = -0.886495
evaluacion 31: f(0.193736, -0.597321) = -0.886495
evaluacion 32: f(0.193736, -0.597321) = -0.886495
evaluacion 33: f(0.193736, -0.597321) = -0.886495
evaluacion 34: f(0.193736, -0.597321) = -0.886495
evaluacion 35: f(0.193736, -0.597321) = -0.886495
evaluacion 36: f(0.193736, -0.597321) = -0.886495
evaluacion 37: f(0.193736, -0.597321) = -0.886495
evaluacion 38: f(0.193736, -0.597321) = -0.886495
evaluacion 39: f(0.193736, -0.597321) = -0.886495
evaluacion 40: f(0.193736, -0.597321) = -0.886495
evaluacion 41: f(0.193736, -0.597321) = -0.886495
evaluacion 42: f(0.193736, -0.597321) = -0.886495
evaluacion 43: f(0.193736, -0.597321) = -0.886495
evaluacion 44: f(0.193736, -0.597321) = -0.886495
evaluacion 45: f(0.193736, -0.597321) = -0.886495
evaluacion 46: f(0.193736, -0.597321) = -0.886495
evaluacion 47: f(0.193736, -0.597321) = -0.886495
evaluacion 48: f(0.193736, -0.597321) = -0.886495
evaluacion 49: f(0.193736, -0.597321) = -0.886495
evaluacion 50: f(0.193736, -0.597321) = -0.886495
evaluacion 51: f(0.193736, -0.597321) = -0.886495
evaluacion 52: f(0.115608, -0.810068) = -0.942957
evaluacion 53: f(0.115608, -0.810068) = -0.942957
evaluacion 54: f(0.115608, -0.810068) = -0.942957
evaluacion 55: f(0.115608, -0.810068) = -0.942957
evaluacion 56: f(0.115608, -0.810068) = -0.942957
evaluacion 57: f(0.115608, -0.810068) = -0.942957
evaluacion 58: f(0.115608, -0.810068) = -0.942957
evaluacion 59: f(0.115608, -0.810068) = -0.942957
evaluacion 60: f(0.115608, -0.810068) = -0.942957
evaluacion 61: f(0.115608, -0.810068) = -0.942957
evaluacion 62: f(0.115608, -0.810068) = -0.942957
evaluacion 63: f(0.115608, -0.810068) = -0.942957
evaluacion 64: f(0.115608, -0.810068) = -0.942957
evaluacion 65: f(0.115608, -0.810068) = -0.942957
evaluacion 66: f(0.182549, -0.732428) = -0.997413
evaluacion 67: f(0.182549, -0.732428) = -0.997413
evaluacion 68: f(0.13937, -0.719824) = -1.0221
evaluacion 69: f(0.13937, -0.719824) = -1.0221
evaluacion 70: f(0.13937, -0.719824) = -1.0221
evaluacion 71: f(0.13937, -0.719824) = -1.0221
evaluacion 72: f(0.13937, -0.719824) = -1.0221
evaluacion 73: f(0.13937, -0.719824) = -1.0221
evaluacion 74: f(0.13937, -0.719824) = -1.0221
evaluacion 75: f(0.13937, -0.719824) = -1.0221
evaluacion 76: f(0.13937, -0.719824) = -1.0221
evaluacion 77: f(0.13937, -0.719824) = -1.0221
evaluacion 78: f(0.13937, -0.719824) = -1.0221
evaluacion 79: f(0.13937, -0.719824) = -1.0221
evaluacion 80: f(0.13937, -0.719824) = -1.0221
