primera evaluacion f(0.704838, 0.331579) = 1.35204
evaluacion 0: f(0.704838, 0.331579) = 1.35204
evaluacion 1: f(-0.119507, -0.288573) = -0.214172
evaluacion 2: f(-0.119507, -0.288573) = -0.214172
evaluacion 3: f(-0.119507, -0.288573) = -0.214172
evaluacion 4: f(-0.119507, -0.288573) = -0.214172
evaluacion 5: f(-0.119507, -0.288573) = -0.214172
evaluacion 6: f(-0.119507, -0.288573) = -0.214172
evaluacion 7: f(-0.119507, -0.288573) = -0.214172
evaluacion 8: f(-0.119507, -0.288573) = -0.214172
evaluacion 9: f(-0.119507, -0.288573) = -0.214172
evaluacion 10: f(-0.119507, -0.288573) = -0.214172
evaluacion 11: f(-0.119507, -0.288573) = -0.214172
evaluacion 12: f(-0.119507, -0.288573) = -0.214172
evaluacion 13: f(0.216694, -0.813954) = -0.887497
evaluacion 14: f(0.216694, -0.813954) = -0.887497
evaluacion 15: f(0.216694, -0.813954) = -0.887497
evaluacion 16: f(0.216694, -0.813954) = -0.887497
evaluacion 17: f(0.216694, -0.813954) = -0.887497
evaluacion 18: f(0.216694, -0.813954) = -0.887497
evaluacion 19: f(0.216694, -0.813954) = -0.887497
evaluacion 20: f(0.216694, -0.813954) = -0.887497
evaluacion 21: f(0.216694, -0.813954) = -0.887497
evaluacion 22: f(0.216694, -0.813954) = -0.887497
evaluacion 23: f(0.216694, -0.813954) = -0.887497
evaluacion 24: f(0.216694, -0.813954) = -0.887497
evaluacion 25: f(0.216694, -0.813954) = -0.887497
evaluacion 26: f(0.216694, -0.813954) = -0.887497
evaluacion 27: f(0.166685, -0.823745) = -0.900256
evaluacion 28: f(0.166685, -0.823745) = -0.900256
evaluacion 29: f(0.166685, -0.823745) = -0.900256
evaluacion 30: f(0.215195, -0.763631) = -0.95592
evaluacion 31: f(0.215195, -0.763631) = -0.95592
evaluacion 32: f(0.215195, -0.763631) = -0.95592
evaluacion 33: f(0.215195, -0.763631) = -0.95592
evaluacion 34: f(0.215195, -0.763631) = -0.95592
evaluacion 35: f(0.215195, -0.763631) = -0.95592
evaluacion 36: f(0.215195, -0.763631) = -0.95592
evaluacion 37: f(0.215195, -0.763631) = -0.95592
