Generación,Fx,Var1,Var2
1,379.163,-35.3228,13.5666
2,379.163,-35.3228,13.5666
3,379.163,-35.3228,13.5666
4,364.861,-35.3178,15.1046
5,364.861,-35.3178,15.1046
6,359.9,-35.2908,-1.24951
7,34.3367,-30.3407,15.8016
8,34.3367,-30.3407,15.8016
9,25.627,30.3967,-15.4496
10,25.627,30.3967,-15.4496
11,16.2074,-31.0467,15.7906
12,16.2074,-31.0467,15.7906
13,16.1942,-31.0497,15.9656
14,9.80398,32.0707,-15.7906
15,9.8039,32.0707,-15.9776
16,5.96689,-31.4177,-15.9826
17,5.96689,-31.4177,-15.9826
18,5.96689,-31.4177,-15.9826
19,5.96689,-31.4177,-15.9826
20,5.96689,-31.4177,-15.9826
21,5.96689,-31.4177,-15.9826
22,5.96689,-31.4177,-15.9826
23,5.96689,-31.4177,-15.9826
24,2.98986,-0.0575004,-32.4457
25,2.98986,-0.0575004,-32.4457
26,2.98743,-0.0575004,-32.4187
27,2.98211,-0.0575004,-32.0937
28,1.17663,-32.7117,-32.6057
29,0.998055,-31.8077,-31.9057
30,0.998055,-31.8077,-31.9057
31,0.998054,-31.8077,-31.9187
32,0.998054,-31.8077,-31.9187
33,0.998054,-31.8077,-31.9187
34,0.998054,-31.8077,-31.9187
35,0.998054,-31.8077,-31.9187
36,0.998054,-31.8077,-31.9187
37,0.998054,-31.8077,-31.9187
38,0.998054,-31.8077,-31.9187
39,0.998054,-31.8077,-31.9187
40,0.998054,-31.8077,-31.9187
41,0.998054,-31.8077,-31.9187
42,0.998006,-31.9357,-31.8887
43,0.998006,-31.9357,-31.8887
44,0.998006,-31.9357,-31.8887
45,0.998005,-31.9357,-31.9007
46,0.998005,-31.9357,-31.9007
47,0.998005,-31.9357,-31.9007
48,0.998005,-31.9357,-31.9007
49,0.998005,-31.9357,-31.9007
50,0.998005,-31.9357,-31.9007
51,0.998005,-31.9357,-31.9007
52,0.998005,-31.9357,-31.9007
53,0.998005,-31.9357,-31.9007
54,0.998005,-31.9357,-31.9007
55,0.998005,-31.9357,-31.9007
56,0.998005,-31.9357,-31.9007
57,0.998005,-31.9357,-31.9007
58,0.998005,-31.9357,-31.9007
59,0.998005,-31.9357,-31.9007
60,0.998005,-31.9357,-31.9007
61,0.998005,-31.9357,-31.9007
62,0.998005,-31.9357,-31.9007
63,0.998004,-31.9357,-31.9717
64,0.998004,-31.9357,-31.9717
65,0.998004,-31.9357,-31.9807
66,0.998004,-31.9357,-31.9807
67,0.998004,-31.9357,-31.9807
68,0.998004,-31.9357,-31.9807
69,0.998004,-31.9357,-31.9807
70,0.998004,-31.9357,-31.9807
71,0.998004,-31.9357,-31.9807
72,0.998004,-31.9357,-31.9807
73,0.998004,-31.9357,-31.9807
74,0.998004,-31.9357,-31.9807
75,0.998004,-31.9357,-31.9807
76,0.998004,-31.9357,-31.9807
77,0.998004,-31.9357,-31.9807
78,0.998004,-31.9357,-31.9807
79,0.998004,-31.9357,-31.9807
80,0.998004,-31.9997,-31.9837
81,0.998004,-31.9997,-31.9837
82,0.998004,-31.9997,-31.9837
83,0.998004,-31.9997,-31.9837
84,0.998004,-31.9997,-31.9837
85,0.998004,-31.9997,-31.9837
86,0.998004,-31.9997,-31.9837
87,0.998004,-31.9997,-31.9837
88,0.998004,-31.9997,-31.9837
89,0.998004,-31.9997,-31.9837
90,0.998004,-31.9997,-31.9837
91,0.998004,-31.9997,-31.9807
92,0.998004,-31.9997,-31.9807
93,0.998004,-31.9997,-31.9807
94,0.998004,-31.9997,-31.9807
95,0.998004,-31.9997,-31.9807
96,0.998004,-31.9997,-31.9807
97,0.998004,-31.9997,-31.9807
98,0.998004,-31.9997,-31.9797
99,0.998004,-31.9997,-31.9797
100,0.998004,-31.9997,-31.9797
