Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.00220666,0.00331822,0.00199601,5,10,300.366,17.6926 -29.0027 
2,0.00476366,0.0265198,0.00199602,5,10,36.7077,31.1697 33.5578 
3,0.0192821,0.0573177,0.00199602,5,10,16.4466,-15.8706 15.5726 
4,0.028677,0.101617,0.00200096,5,10,8.84086,15.8706 -15.8286 
5,0.0448124,0.126528,0.00199609,5,10,6.90336,-15.8706 -15.8296 
6,0.0876023,0.446519,0.00200387,5,10,1.23955,-31.9207 -32.7898 
7,0.0828718,0.446519,0.00199601,5,10,1.23955,-31.9207 -32.7898 
8,0.106639,0.446519,0.00199608,5,10,1.23955,-31.9207 -32.7898 
9,0.0886004,0.446519,0.00199608,5,10,1.23955,-31.9207 -32.7898 
10,0.0684962,0.446519,0.00200835,5,10,1.23955,-31.9207 -32.7898 
11,0.0557627,0.446519,0.00199713,5,10,1.23955,-31.9207 -32.7898 
12,0.0835631,0.446519,0.00199608,5,10,1.23955,-31.9207 -32.7898 
13,0.0946929,0.446519,0.00200534,5,10,1.23955,-31.9207 -32.7898 
14,0.0729591,0.446519,0.00199601,5,10,1.23955,-31.9207 -32.7898 
15,0.120847,0.446519,0.00199803,5,10,1.23955,-31.9207 -32.7898 
16,0.173491,0.446519,0.0019984,5,10,1.23955,-31.9207 -32.7898 
17,0.0696853,0.446519,0.0020041,5,10,1.23955,-31.9207 -32.7898 
18,0.106877,0.446519,0.00199837,5,10,1.23955,-31.9207 -32.7898 
19,0.104681,0.446519,0.00199608,5,10,1.23955,-31.9207 -32.7898 
20,0.0801465,0.446519,0.00200984,5,10,1.23955,-31.9207 -32.7898 
21,0.101597,0.446519,0.00199607,5,10,1.23955,-31.9207 -32.7898 
22,0.142815,0.450439,0.00199608,5,10,1.22006,-31.9207 -32.7788 
23,0.101575,0.450439,0.00199601,5,10,1.22006,-31.9207 -32.7788 
24,0.161351,0.450439,0.00199607,5,10,1.22006,-31.9207 -32.7788 
25,0.204895,0.450439,0.00199807,5,10,1.22006,-31.9207 -32.7788 
26,0.101027,0.450439,0.00199878,5,10,1.22006,-31.9207 -32.7788 
27,0.198775,0.452152,0.00588797,5,10,1.21164,-31.9207 -32.7738 
28,0.261786,0.452152,0.00207245,5,10,1.21164,-31.9207 -32.7738 
29,0.167493,0.452152,0.00199607,5,10,1.21164,-31.9207 -32.7738 
30,0.118419,0.452152,0.00199607,5,10,1.21164,-31.9207 -32.7738 
31,0.187263,0.452152,0.00199815,5,10,1.21164,-31.9207 -32.7738 
32,0.0831304,0.452152,0.00200977,5,10,1.21164,-31.9207 -32.7738 
33,0.0492673,0.452152,0.00199601,5,10,1.21164,-31.9207 -32.7738 
34,0.0726319,0.452152,0.00199603,5,10,1.21164,-31.9207 -32.7738 
35,0.261009,0.452152,0.00199814,5,10,1.21164,-31.9207 -32.7738 
36,0.0926864,0.452152,0.00199608,5,10,1.21164,-31.9207 -32.7738 
37,0.1476,0.495739,0.00199609,5,10,1.01719,-31.9207 -32.5177 
38,0.0930172,0.495739,0.00199601,5,10,1.01719,-31.9207 -32.5177 
39,0.161437,0.499613,0.0020039,5,10,1.00155,-31.9207 -32.3907 
40,0.185105,0.499613,0.00200543,5,10,1.00155,-31.9207 -32.3907 
41,0.174484,0.499613,0.00200623,5,10,1.00155,-31.9517 -32.3907 
42,0.104691,0.499613,0.00199857,5,10,1.00155,-31.9517 -32.3907 
43,0.110175,0.499613,0.00207235,5,10,1.00155,-31.9517 -32.3907 
44,0.238054,0.50018,0.00309851,5,10,0.99928,-31.7997 -32.3267 
45,0.102539,0.50018,0.00199608,5,10,0.99928,-31.7997 -32.3267 
46,0.12543,0.500207,0.00200282,5,10,0.999173,-31.7997 -32.3217 
47,0.210794,0.500207,0.00200551,5,10,0.999173,-31.7997 -32.3217 
48,0.0589087,0.500207,0.00200559,5,10,0.999173,-31.7997 -32.3217 
49,0.142279,0.500207,0.00373066,5,10,0.999173,-31.7997 -32.3217 
50,0.144194,0.500207,0.00214432,5,10,0.999173,-31.7997 -32.3217 
51,0.299094,0.500218,0.00233206,5,10,0.99913,-31.9597 -32.3227 
52,0.189271,0.500218,0.00199613,5,10,0.99913,-31.9597 -32.3227 
53,0.212069,0.500218,0.00200946,5,10,0.99913,-31.9597 -32.3227 
54,0.128326,0.500218,0.00200946,5,10,0.99913,-31.9597 -32.3227 
55,0.0852179,0.500218,0.00200654,5,10,0.99913,-31.9597 -32.3227 
56,0.10225,0.500218,0.0020047,5,10,0.99913,-31.9597 -32.3227 
57,0.191094,0.500243,0.00504027,5,10,0.999029,-31.9277 -32.3177 
58,0.172425,0.500486,0.0019963,5,10,0.998058,-31.9277 -32.1947 
59,0.285399,0.500488,0.00753641,5,10,0.99805,-31.9277 -32.1897 
60,0.162526,0.500488,0.00200404,5,10,0.99805,-31.9277 -32.1897 
61,0.154096,0.500488,0.00200631,5,10,0.99805,-31.9277 -32.1897 
62,0.199352,0.500488,0.00200644,5,10,0.99805,-31.9277 -32.1897 
63,0.161385,0.500488,0.0122671,5,10,0.99805,-31.9277 -32.1897 
64,0.191475,0.500488,0.00571335,5,10,0.99805,-31.9277 -32.1897 
65,0.124003,0.500488,0.00201673,5,10,0.99805,-31.9277 -32.1897 
66,0.154616,0.500498,0.00199612,5,10,0.998009,-31.9277 -31.8687 
67,0.221522,0.500498,0.00980387,5,10,0.998009,-31.9277 -31.8687 
68,0.16583,0.500498,0.00257432,5,10,0.998009,-31.9277 -31.8687 
69,0.121326,0.500498,0.00199612,5,10,0.998009,-31.9277 -31.8687 
70,0.163283,0.500498,0.00200666,5,10,0.998009,-31.9917 -31.8687 
71,0.222259,0.500498,0.00223066,5,10,0.998009,-31.9917 -31.8687 
72,0.0707502,0.500498,0.00200915,5,10,0.998009,-31.9917 -31.8687 
73,0.276549,0.500499,0.00200376,5,10,0.998008,-31.9757 -32.1247 
74,0.0974849,0.500499,0.00201038,5,10,0.998008,-31.9757 -32.1247 
75,0.14138,0.500499,0.00199917,5,10,0.998008,-31.9757 -32.1247 
76,0.131798,0.500499,0.00306123,5,10,0.998007,-31.9617 -32.1227 
77,0.204523,0.500499,0.00199609,5,10,0.998005,-31.9617 -32.1017 
78,0.225824,0.500499,0.0020077,5,10,0.998004,-31.9747 -32.0747 
79,0.128876,0.500499,0.00222477,5,10,0.998004,-31.9747 -32.0747 
80,0.0993564,0.500499,0.00200496,5,10,0.998004,-31.9747 -32.0747 
81,0.229403,0.500499,0.00199726,5,10,0.998004,-31.9987 -32.0737 
82,0.184803,0.500499,0.00200766,5,10,0.998004,-31.9987 -32.0737 
83,0.260135,0.500499,0.00427726,5,10,0.998004,-31.9987 -32.0737 
84,0.108752,0.500499,0.006002,5,10,0.998004,-31.9987 -32.0737 
85,0.0803476,0.500499,0.00199917,5,10,0.998004,-31.9987 -32.0737 
86,0.208272,0.500499,0.00201577,5,10,0.998004,-31.9987 -32.0737 
