Generación,Fx,Var1,Var2
1,495.451,6.19455,-3.93853
2,495.451,6.19455,-3.93853
3,483.329,31.6957,4.94554
4,232.335,13.2526,-32.3677
5,232.335,13.2526,-32.3677
6,22.9034,16.3476,32.3287
7,5.86118,17.1156,-32.3717
8,3.96829,15.9086,-32.1807
9,3.96829,15.9086,-32.1807
10,3.96829,15.9086,-32.1807
11,3.96829,15.9086,-32.1807
12,3.96829,15.9086,-32.1807
13,3.96829,15.9086,-32.1807
14,3.96829,15.9086,-32.1807
15,3.96829,15.9086,-32.1807
16,3.96829,15.9086,-32.1807
17,3.96828,15.9086,-31.8197
18,3.96828,15.9086,-31.8197
19,2.98278,0.296502,-31.8637
20,2.98278,0.296502,-31.8637
21,2.98278,0.296502,-31.8637
22,2.98278,0.296502,-31.8637
23,2.98278,0.296502,-31.8637
24,2.98278,0.296502,-31.8637
25,1.99495,-15.7896,-32.3767
26,1.99495,-15.7896,-32.3767
27,1.99495,-15.7896,-32.3767
28,1.99494,-15.7976,-32.3767
29,1.99487,-15.9466,-32.3767
30,1.99487,-15.9466,-32.3767
31,1.99487,-15.9466,-32.3767
32,1.99487,-15.9466,-32.3767
33,1.00095,-32.3787,-32.1207
34,1.00095,-32.3787,-32.1207
35,1.00095,-32.3787,-32.1207
36,0.998634,-32.2927,-32.1207
37,0.998634,-32.2927,-32.1207
38,0.998634,-32.2927,-32.1207
39,0.998634,-32.2927,-31.8797
40,0.998007,-32.0367,-32.1207
41,0.998004,-32.0367,-32.0007
42,0.998004,-32.0367,-32.0007
43,0.998004,-32.0367,-32.0007
44,0.998004,-32.0367,-32.0007
45,0.998004,-32.0367,-32.0007
46,0.998004,-32.0367,-32.0007
47,0.998004,-32.0367,-32.0007
48,0.998004,-32.0367,-32.0007
49,0.998004,-32.0367,-32.0007
50,0.998004,-32.0367,-32.0007
51,0.998004,-32.0367,-32.0007
52,0.998004,-32.0367,-32.0007
53,0.998004,-32.0367,-32.0007
54,0.998004,-32.0367,-32.0007
55,0.998004,-32.0367,-32.0007
56,0.998004,-32.0367,-32.0007
57,0.998004,-32.0367,-32.0007
58,0.998004,-32.0367,-32.0007
59,0.998004,-32.0367,-32.0007
60,0.998004,-32.0367,-32.0007
61,0.998004,-32.0367,-32.0007
62,0.998004,-32.0247,-32.0087
63,0.998004,-32.0247,-32.0087
64,0.998004,-32.0247,-32.0087
65,0.998004,-32.0247,-32.0087
66,0.998004,-32.0247,-32.0087
67,0.998004,-32.0247,-32.0087
68,0.998004,-32.0247,-32.0087
69,0.998004,-32.0247,-32.0087
70,0.998004,-32.0247,-32.0087
71,0.998004,-32.0247,-32.0087
72,0.998004,-32.0247,-32.0087
73,0.998004,-32.0247,-32.0087
74,0.998004,-32.0247,-32.0087
75,0.998004,-32.0247,-32.0087
76,0.998004,-32.0247,-32.0087
77,0.998004,-32.0247,-32.0087
78,0.998004,-32.0247,-32.0087
79,0.998004,-32.0247,-32.0087
80,0.998004,-32.0247,-32.0087
81,0.998004,-32.0247,-32.0087
82,0.998004,-32.0247,-32.0087
83,0.998004,-32.0247,-32.0087
84,0.998004,-32.0247,-32.0087
85,0.998004,-31.9687,-32.0247
86,0.998004,-31.9687,-31.9757
87,0.998004,-31.9687,-31.9757
88,0.998004,-31.9687,-31.9757
89,0.998004,-31.9687,-31.9757
90,0.998004,-31.9687,-31.9757
91,0.998004,-31.9687,-31.9757
92,0.998004,-31.9687,-31.9757
93,0.998004,-31.9687,-31.9767
94,0.998004,-31.9687,-31.9767
95,0.998004,-31.9687,-31.9767
96,0.998004,-31.9687,-31.9767
97,0.998004,-31.9687,-31.9767
98,0.998004,-31.9687,-31.9767
99,0.998004,-31.9687,-31.9787
100,0.998004,-31.9687,-31.9787
