Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.00291536,0.0110827,0.00199601,5,10,89.2307,13.9026 -14.4386 
2,0.00523011,0.0110827,0.00199606,5,10,89.2307,13.9026 -14.4386 
3,0.00573961,0.012666,0.00199606,5,10,77.9516,13.9106 -15.2686 
4,0.0110215,0.0343519,0.00199606,5,10,28.1104,14.5136 16.3126 
5,0.0215656,0.0570701,0.00202683,5,10,16.5223,14.6096 -16.9756 
6,0.0276657,0.180656,0.00199611,5,10,4.53538,15.0876 -32.1847 
7,0.06,0.180656,0.00199903,5,10,4.53538,15.0876 -32.1847 
8,0.0674105,0.180656,0.00199614,5,10,4.53538,15.0876 -32.1847 
9,0.104887,0.272961,0.00200642,5,10,2.66353,-15.0806 -32.6477 
10,0.0450845,0.272961,0.00199607,5,10,2.66353,-15.0806 -32.6477 
11,0.0451754,0.272961,0.00199607,5,10,2.66353,-15.0806 -32.6477 
12,0.0568671,0.272961,0.00201063,5,10,2.66353,-15.0806 -32.6477 
13,0.0619878,0.272961,0.0028753,5,10,2.66353,-15.0806 -32.6477 
14,0.0471105,0.272961,0.00200731,5,10,2.66353,-15.0806 -32.6477 
15,0.0756567,0.272961,0.00200514,5,10,2.66353,-15.0806 -32.6477 
16,0.0895314,0.272961,0.00199682,5,10,2.66353,-15.0806 -32.6477 
17,0.0641983,0.272961,0.00199601,5,10,2.66353,-15.0806 -32.6477 
18,0.101837,0.333912,0.00200513,5,10,1.9948,-16.0806 -31.6247 
19,0.0807868,0.333912,0.00199607,5,10,1.9948,-16.0806 -31.6247 
20,0.18084,0.333912,0.00727273,5,10,1.9948,-16.0806 -31.6247 
21,0.0647931,0.333912,0.00199707,5,10,1.9948,-16.0806 -31.6247 
22,0.143848,0.482486,0.00201362,5,10,1.0726,-32.0467 -31.3507 
23,0.144735,0.487198,0.0020045,5,10,1.05255,-32.0467 -31.3837 
24,0.0827861,0.487198,0.00200206,5,10,1.05255,-32.0467 -31.3837 
25,0.160993,0.5005,0.00200795,5,10,0.998004,-32.0467 -32.0167 
26,0.138249,0.5005,0.0020091,5,10,0.998004,-32.0467 -32.0167 
27,0.205326,0.5005,0.00200068,5,10,0.998004,-32.0147 -32.0167 
28,0.127916,0.5005,0.00240688,5,10,0.998004,-32.0147 -32.0167 
29,0.19373,0.5005,0.00200583,5,10,0.998004,-32.0147 -32.0167 
30,0.230506,0.5005,0.0025756,5,10,0.998004,-32.0147 -32.0167 
31,0.128156,0.5005,0.00268345,5,10,0.998004,-32.0147 -32.0167 
32,0.0884648,0.5005,0.00201671,5,10,0.998004,-32.0147 -32.0167 
33,0.117997,0.5005,0.00218216,5,10,0.998004,-32.0147 -32.0167 
34,0.147341,0.5005,0.00199601,5,10,0.998004,-32.0147 -32.0167 
35,0.117968,0.5005,0.002072,5,10,0.998004,-32.0147 -32.0167 
36,0.0858012,0.5005,0.00199601,5,10,0.998004,-32.0147 -32.0167 
37,0.154491,0.5005,0.0051782,5,10,0.998004,-32.0147 -32.0167 
38,0.0941457,0.5005,0.00200895,5,10,0.998004,-32.0147 -32.0167 
39,0.189524,0.5005,0.0353391,5,10,0.998004,-32.0147 -32.0167 
40,0.213347,0.5005,0.00200771,5,10,0.998004,-32.0147 -32.0167 
41,0.143884,0.5005,0.00399811,5,10,0.998004,-32.0147 -32.0167 
42,0.166188,0.5005,0.00471042,5,10,0.998004,-32.0147 -32.0167 
43,0.208159,0.5005,0.00272892,5,10,0.998004,-32.0147 -32.0167 
44,0.112753,0.5005,0.00199909,5,10,0.998004,-32.0147 -32.0167 
45,0.231304,0.5005,0.0472337,5,10,0.998004,-32.0147 -32.0167 
46,0.12464,0.5005,0.00201012,5,10,0.998004,-32.0147 -32.0167 
47,0.169437,0.5005,0.00200562,5,10,0.998004,-32.0147 -32.0167 
48,0.171371,0.5005,0.00201174,5,10,0.998004,-32.0147 -32.0167 
49,0.17394,0.5005,0.00217565,5,10,0.998004,-32.0147 -32.0167 
50,0.294552,0.5005,0.016235,5,10,0.998004,-32.0147 -32.0167 
