Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.0083845,0.0605479,0.00199608,5,10,15.5158,-32.1517 16.4836 
2,0.0228917,0.144034,0.00199604,5,10,5.94281,-32.1367 -16.4926 
3,0.045928,0.144315,0.00200431,5,10,5.92928,-32.1367 -16.2756 
4,0.0658398,0.144315,0.00213592,5,10,5.92928,-32.1367 -16.2756 
5,0.036451,0.144315,0.00199602,5,10,5.92928,-32.1367 -16.2756 
6,0.0478804,0.144315,0.00199601,5,10,5.92928,-32.1367 -16.2756 
7,0.0715709,0.195548,0.00221299,5,10,4.11384,16.7236 -32.4047 
8,0.0850843,0.197087,0.00217583,5,10,4.0739,16.6846 -32.4047 
9,0.0898972,0.197087,0.0020064,5,10,4.0739,16.6846 -32.4047 
10,0.0584923,0.197087,0.0019961,5,10,4.0739,16.6846 -32.4047 
11,0.0756666,0.197087,0.00204778,5,10,4.0739,16.6846 -32.4047 
12,0.124024,0.199666,0.00212473,5,10,4.00837,16.5866 -31.8517 
13,0.0767958,0.199666,0.00199611,5,10,4.00837,16.5866 -31.8517 
14,0.0690634,0.199666,0.0020053,5,10,4.00837,16.5866 -31.8517 
15,0.0527281,0.199666,0.00199601,5,10,4.00837,16.5866 -31.8517 
16,0.0782499,0.199666,0.0019961,5,10,4.00837,16.5866 -31.8517 
17,0.0717999,0.199666,0.00200419,5,10,4.00837,16.5866 -31.8517 
18,0.0618115,0.224071,0.00199607,5,10,3.46287,0.818506 -32.7557 
19,0.0445701,0.224071,0.00199982,5,10,3.46287,0.818506 -32.7557 
20,0.0894732,0.224071,0.00200394,5,10,3.46287,0.818506 -32.7557 
21,0.13735,0.224071,0.00821486,5,10,3.46287,0.818506 -32.7557 
22,0.0331538,0.224071,0.00199607,5,10,3.46287,0.818506 -32.7557 
23,0.072016,0.232973,0.0019961,5,10,3.29235,0.817506 -31.4997 
24,0.0761099,0.232973,0.00206732,5,10,3.29235,0.817506 -31.4997 
25,0.0666147,0.297667,0.00199601,5,10,2.35946,-15.1586 -31.4987 
26,0.0745337,0.297667,0.00200857,5,10,2.35946,-15.1586 -31.4987 
27,0.0929068,0.332949,0.00199609,5,10,2.00347,-15.5616 -31.5947 
28,0.112542,0.332949,0.0186344,5,10,2.00347,-15.5616 -31.5947 
29,0.0514553,0.332949,0.00199606,5,10,2.00347,-15.5616 -31.5947 
30,0.123121,0.333592,0.00273552,5,10,1.99767,-15.6716 -31.5947 
31,0.205482,0.333592,0.00199968,5,10,1.99767,-15.6716 -31.5947 
32,0.107228,0.333592,0.00200401,5,10,1.99767,-15.6716 -31.5947 
33,0.115541,0.333832,0.00200739,5,10,1.99552,-15.6716 -31.6377 
34,0.151865,0.386021,0.0169606,5,10,1.59054,-32.0637 -31.0827 
35,0.137275,0.409432,0.00201248,5,10,1.44241,-31.8077 -31.1257 
36,0.09902,0.409432,0.0019962,5,10,1.44241,-31.8077 -31.1257 
37,0.183033,0.41395,0.00636817,5,10,1.41575,-31.7767 -31.1347 
38,0.128034,0.41395,0.00200771,5,10,1.41575,-31.7767 -31.1347 
39,0.081713,0.41395,0.00202335,5,10,1.41575,-31.7767 -31.1347 
40,0.157755,0.478831,0.00201999,5,10,1.08842,-31.7767 -31.3297 
41,0.222408,0.499651,0.00200933,5,10,1.0014,-31.6637 -32.3537 
42,0.111714,0.499651,0.00199614,5,10,1.0014,-31.6637 -32.3537 
43,0.115596,0.499651,0.00213547,5,10,1.0014,-31.6637 -32.3537 
44,0.0853393,0.499651,0.00200563,5,10,1.0014,-31.6637 -32.3537 
45,0.106642,0.499651,0.0019961,5,10,1.0014,-31.6637 -32.3537 
46,0.191894,0.499651,0.0257453,5,10,1.0014,-31.6637 -32.3537 
47,0.168766,0.499651,0.00201288,5,10,1.0014,-31.6637 -32.3537 
48,0.148678,0.499651,0.00201439,5,10,1.0014,-31.6637 -32.3537 
49,0.177686,0.499651,0.00201396,5,10,1.0014,-31.6637 -32.3537 
50,0.156077,0.499651,0.00200651,5,10,1.0014,-31.6637 -32.3537 
51,0.232112,0.500138,0.00879758,5,10,0.99945,-31.6637 -32.1357 
52,0.118558,0.500138,0.00605507,5,10,0.99945,-31.6637 -32.1357 
53,0.0810345,0.500138,0.0020066,5,10,0.99945,-31.6637 -32.1357 
54,0.201697,0.500138,0.00836143,5,10,0.99945,-31.6637 -32.1357 
55,0.095039,0.500138,0.0402978,5,10,0.99945,-31.6637 -32.1357 
56,0.201217,0.500494,0.0291967,5,10,0.998027,-31.8397 -32.1357 
57,0.0676274,0.500494,0.00201092,5,10,0.998027,-31.8397 -32.1357 
58,0.0834076,0.500494,0.00200755,5,10,0.998027,-31.8397 -32.1357 
59,0.276156,0.500496,0.00254175,5,10,0.998016,-31.8647 -32.1357 
60,0.204279,0.500496,0.00201799,5,10,0.998016,-31.8647 -32.1357 
61,0.128839,0.500496,0.00200373,5,10,0.998016,-31.8647 -32.1357 
62,0.200185,0.500496,0.00200513,5,10,0.998016,-31.8647 -32.1357 
