Generación,Fx,Var1,Var2
1,48.909056,-14.173,15.767
2,39.681836,-14.278,15.767
3,18.734905,-1.066,15.767
4,18.734905,-1.066,15.767
5,18.734755,-1.066,16.029
6,18.734755,-1.066,16.029
7,17.460647,-0.672,15.767
8,17.460647,-0.672,15.767
9,17.460647,-0.672,15.767
10,17.460647,-0.672,15.767
11,17.460647,-0.672,15.767
12,17.460647,-0.672,15.767
13,17.460647,-0.672,15.767
14,17.460647,-0.672,15.767
15,17.460647,-0.672,15.767
16,17.460647,-0.672,15.767
17,17.460647,-0.672,15.767
18,17.378831,-0.408,15.767
19,17.378831,-0.408,15.767
20,17.375412,-0.279,16.291
21,17.375412,-0.279,16.291
22,17.375412,-0.279,16.291
23,17.374557,-0.014,15.767
24,17.374557,-0.014,15.767
25,17.374557,-0.014,15.767
26,17.374557,-0.016,15.767
27,17.374557,-0.016,15.767
28,17.374557,-0.016,15.767
29,17.374439,-0.016,15.819
30,17.374439,-0.016,15.819
31,17.374439,-0.016,15.819
32,17.374439,-0.016,15.819
33,17.374419,-0.017,15.845
34,17.374419,-0.017,15.845
35,17.374419,-0.017,15.845
36,17.374419,-0.017,15.845
37,17.374419,-0.017,15.845
38,17.374419,-0.017,15.845
39,17.374407,-0.017,15.976
40,17.374407,-0.017,15.975
41,17.374407,-0.017,15.975
42,17.374407,-0.017,15.975
43,17.374407,-0.017,15.975
44,17.374407,-0.017,15.975
45,17.374407,-0.017,15.975
46,17.374407,-0.017,15.975
47,17.374407,-0.021,15.975
48,17.374407,-0.021,15.975
49,17.374407,-0.021,15.975
50,17.374407,-0.021,15.975
51,17.374407,-0.021,15.975
52,17.374407,-0.021,15.975
53,17.374407,-0.021,15.975
54,17.374407,-0.017,15.962
55,17.374407,-0.017,15.962
56,17.374407,-0.017,15.962
57,17.374407,-0.017,15.962
58,17.374407,-0.017,15.962
59,17.374407,-0.024,15.959
60,17.374407,-0.024,15.959
61,17.374407,-0.024,15.959
62,17.374407,-0.024,15.959
63,17.374407,-0.024,15.959
64,17.374407,-0.024,15.959
65,17.374407,-0.024,15.959
66,17.374407,-0.024,15.959
67,17.374407,-0.024,15.961
68,17.374407,-0.024,15.961
69,17.374407,-0.037,15.961
70,17.374407,-0.037,15.961
71,17.374407,-0.037,15.961
72,17.374407,-0.037,15.961
73,17.374407,-0.037,15.961
74,17.374407,-0.037,15.961
75,17.374407,-0.037,15.961
76,17.374407,-0.037,15.961
77,17.374407,-0.037,15.961
78,17.374407,-0.030,15.963
79,17.374407,-0.030,15.963
80,17.374407,-0.030,15.963
81,17.374407,-0.030,15.963
82,17.374407,-0.030,15.962
83,17.374407,-0.030,15.962
84,17.374407,-0.030,15.962
85,17.374407,-0.030,15.962
86,17.374407,-0.030,15.962
87,17.374407,-0.030,15.962
88,17.374407,-0.030,15.962
89,17.374407,-0.034,15.963
90,17.374407,-0.034,15.963
91,17.374407,-0.034,15.963
92,17.374407,-0.034,15.963
93,17.374407,-0.034,15.963
94,17.374407,-0.034,15.963
95,17.374407,-0.034,15.963
96,17.374407,-0.034,15.963
97,17.374407,-0.034,15.963
98,12.255798,-1.287,-15.494
99,12.245626,-1.287,-15.573
100,10.689498,-1.195,-15.581
