Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002211,0.004101,0.001996,5,10,242.833672,17.422 29.242 
2,0.002250,0.004101,0.001996,5,10,242.833672,17.422 29.242 
3,0.002230,0.004101,0.001996,5,10,242.833672,17.422 29.242 
4,0.014667,0.126527,0.001996,5,10,6.903468,-15.773 -16.000 
5,0.089683,0.126527,0.001998,5,10,6.903468,-15.773 -16.000 
6,0.087614,0.126529,0.001997,5,10,6.903336,-15.904 -16.000 
7,0.093944,0.126529,0.002148,5,10,6.903336,-15.904 -16.000 
8,0.106778,0.126529,0.004992,5,10,6.903336,-15.904 -16.000 
9,0.089375,0.126529,0.001996,5,10,6.903336,-16.035 -16.000 
10,0.119598,0.126529,0.076617,5,10,6.903336,-16.035 -16.000 
11,0.082106,0.126529,0.001996,5,10,6.903336,-16.033 -16.000 
12,0.100567,0.126529,0.002043,5,10,6.903336,-16.033 -16.000 
13,0.089173,0.126529,0.001996,5,10,6.903336,-16.031 -16.000 
14,0.114366,0.126529,0.004992,5,10,6.903336,-16.031 -16.000 
15,0.101938,0.126529,0.003554,5,10,6.903336,-16.031 -16.000 
16,0.069037,0.126529,0.002737,5,10,6.903336,-16.031 -16.000 
17,0.093485,0.126529,0.002017,5,10,6.903336,-16.031 -16.000 
18,0.100006,0.126529,0.002087,5,10,6.903336,-16.031 -16.000 
19,0.113066,0.126529,0.002041,5,10,6.903336,-16.031 -15.999 
20,0.120267,0.126529,0.078200,5,10,6.903336,-16.031 -15.999 
21,0.126448,0.126529,0.125805,5,10,6.903336,-16.005 -16.004 
22,0.114170,0.126529,0.003788,5,10,6.903336,-16.005 -16.004 
23,0.113400,0.126529,0.002004,5,10,6.903336,-16.005 -16.004 
24,0.101270,0.126529,0.002124,5,10,6.903336,-16.008 -16.000 
25,0.095005,0.126529,0.002021,5,10,6.903336,-16.008 -16.000 
26,0.089060,0.126529,0.001997,5,10,6.903336,-16.008 -16.000 
27,0.101215,0.126529,0.001997,5,10,6.903336,-16.008 -16.000 
28,0.101312,0.126529,0.002018,5,10,6.903336,-16.008 -16.000 
29,0.065386,0.126529,0.002017,5,10,6.903336,-16.008 -16.000 
30,0.102978,0.126529,0.002008,5,10,6.903336,-16.008 -16.000 
31,0.114247,0.126529,0.004992,5,10,6.903336,-16.008 -16.000 
32,0.107132,0.126529,0.002005,5,10,6.903336,-16.008 -16.000 
33,0.077052,0.126529,0.002006,5,10,6.903336,-16.008 -16.000 
34,0.126529,0.126529,0.126528,5,10,6.903336,-16.008 -15.997 
35,0.097127,0.126529,0.002010,5,10,6.903336,-16.008 -15.997 
36,0.096568,0.126529,0.002042,5,10,6.903336,-16.008 -15.997 
37,0.100821,0.126529,0.002024,5,10,6.903336,-16.008 -15.997 
38,0.121662,0.126529,0.085018,5,10,6.903336,-16.008 -15.997 
39,0.076181,0.126529,0.002024,5,10,6.903336,-16.008 -15.997 
40,0.084226,0.126529,0.002004,5,10,6.903336,-16.008 -15.997 
41,0.108380,0.126529,0.005045,5,10,6.903336,-16.008 -15.997 
42,0.112851,0.126529,0.002010,5,10,6.903336,-16.008 -15.997 
43,0.099627,0.126529,0.001997,5,10,6.903336,-16.008 -15.997 
