Generación,Fx,Var1,Var2
1,427.367740,-2.965,-19.623
2,425.890078,-2.912,-19.623
3,400.949390,-2.886,-19.361
4,320.023579,-28.956,18.070
5,320.023579,-28.956,18.070
6,320.023579,-28.956,18.070
7,89.534228,-29.874,15.055
8,89.534228,-29.874,15.055
9,89.534228,-29.874,15.055
10,88.616995,-29.879,15.055
11,88.616995,-29.879,15.055
12,88.616995,-29.879,15.055
13,88.616995,-29.879,15.055
14,16.436394,-31.190,15.055
15,15.769612,-31.190,15.710
16,15.769612,-31.190,15.710
17,15.769612,-31.190,15.710
18,15.769612,-31.190,15.710
19,15.769612,-31.190,15.710
20,15.769612,-31.190,15.710
21,15.769612,-31.190,15.710
22,15.769598,-31.190,15.712
23,15.769598,-31.190,15.712
24,15.769598,-31.190,15.712
25,15.769598,-31.190,15.712
26,15.769598,-31.190,15.712
27,15.702969,-31.229,15.632
28,15.702969,-31.229,15.632
29,15.702969,-31.229,15.632
30,15.529640,-32.539,15.619
31,15.523338,-31.490,15.616
32,15.523217,-31.490,15.619
33,15.523217,-31.490,15.619
34,15.507226,-31.726,15.616
35,15.505019,-31.847,15.671
36,15.505019,-31.847,15.671
37,15.505019,-31.847,15.671
38,15.505019,-31.847,15.671
39,15.505019,-31.847,15.671
40,15.505019,-31.847,15.671
41,15.505019,-31.847,15.671
42,15.505019,-31.847,15.671
43,15.504250,-31.844,15.723
44,15.504250,-31.844,15.723
45,15.504250,-31.844,15.723
46,15.504226,-31.844,15.726
47,15.504226,-31.844,15.726
48,15.504215,-31.844,15.727
49,15.504215,-31.844,15.727
50,15.504215,-31.844,15.727
51,15.504215,-31.844,15.727
52,15.504215,-31.844,15.727
53,15.504215,-31.844,15.727
54,15.504215,-31.844,15.727
55,15.504215,-31.844,15.727
56,15.504203,-31.975,15.727
57,15.504203,-31.975,15.727
58,15.504203,-31.975,15.727
59,15.504203,-31.975,15.727
60,15.504203,-31.975,15.727
61,15.504203,-31.975,15.727
62,15.504203,-31.975,15.727
63,15.504203,-31.975,15.727
64,15.504203,-31.971,15.727
65,15.504203,-31.971,15.727
66,15.504203,-31.971,15.727
67,15.504203,-31.971,15.727
68,15.504203,-31.971,15.727
69,15.504203,-31.971,15.727
70,15.504203,-31.971,15.727
71,15.504203,-31.971,15.727
72,15.504203,-31.940,15.727
73,15.504203,-31.940,15.727
74,15.504203,-31.940,15.727
75,15.504203,-31.940,15.727
76,15.504203,-31.940,15.727
77,15.504202,-31.930,15.727
78,15.504202,-31.930,15.727
79,15.504202,-31.930,15.727
80,15.504202,-31.930,15.727
81,15.504202,-31.930,15.727
82,15.504202,-31.930,15.727
83,15.504202,-31.930,15.727
84,15.504202,-31.930,15.727
85,15.504202,-31.930,15.727
86,15.504202,-31.930,15.727
87,15.504202,-31.930,15.727
88,15.504202,-31.930,15.727
89,15.504202,-31.930,15.727
90,15.504202,-31.930,15.727
91,15.504202,-31.930,15.727
92,15.504202,-31.930,15.727
93,15.504202,-31.930,15.727
94,15.504202,-31.930,15.727
95,15.504202,-31.930,15.727
96,15.504202,-31.930,15.727
97,15.503908,-32.204,15.832
98,15.503908,-32.204,15.832
99,15.503908,-32.204,15.832
100,15.503908,-32.204,15.832
