Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002016,0.002068,0.001996,5,10,482.564868,-3.346 36.816 
2,0.002017,0.002068,0.001996,5,10,482.564868,-3.346 36.816 
3,0.002057,0.002405,0.001996,5,10,414.882105,-3.346 -28.820 
4,0.002106,0.002410,0.001996,5,10,413.927793,-3.333 -28.820 
5,0.002522,0.005321,0.001996,5,10,186.926464,29.453 32.936 
6,0.004287,0.016106,0.001996,5,10,61.087225,30.122 32.936 
7,0.007202,0.016106,0.002006,5,10,61.087225,30.122 32.936 
8,0.011151,0.016291,0.002067,5,10,60.383799,30.128 32.936 
9,0.009029,0.016291,0.002003,5,10,60.383799,30.128 32.936 
10,0.011803,0.016291,0.002007,5,10,60.383799,30.128 32.936 
11,0.013716,0.025719,0.002623,5,10,37.882110,16.955 33.591 
12,0.014662,0.039355,0.002007,5,10,24.409717,32.488 32.931 
13,0.025961,0.039733,0.002014,5,10,24.167875,16.948 32.936 
14,0.028481,0.039733,0.002005,5,10,24.167875,16.948 32.936 
15,0.020497,0.040798,0.002009,5,10,23.511242,15.833 32.936 
16,0.038990,0.040798,0.029733,5,10,23.511242,15.833 32.936 
17,0.038947,0.040798,0.029733,5,10,23.511242,15.833 32.936 
18,0.028488,0.040798,0.005498,5,10,23.511242,15.833 32.936 
19,0.028373,0.043475,0.002004,5,10,22.001621,17.000 17.202 
20,0.031539,0.043475,0.002833,5,10,22.001621,17.000 17.202 
21,0.030896,0.045061,0.002485,5,10,21.192344,16.699 17.202 
22,0.032417,0.045278,0.002311,5,10,21.085780,15.820 17.202 
23,0.022055,0.045278,0.002028,5,10,21.085780,15.820 17.202 
24,0.024153,0.045278,0.001998,5,10,21.085780,15.820 17.202 
25,0.031476,0.045278,0.002013,5,10,21.085769,15.833 17.202 
26,0.033576,0.045278,0.002151,5,10,21.085769,15.833 17.202 
27,0.037338,0.045278,0.002868,5,10,21.085769,15.833 17.202 
28,0.030299,0.048886,0.001996,5,10,19.455806,16.910 16.937 
29,0.033585,0.048886,0.002342,5,10,19.455806,16.910 16.937 
30,0.030156,0.050208,0.001996,5,10,18.916947,16.910 16.675 
31,0.035791,0.050208,0.001997,5,10,18.916947,16.910 16.675 
32,0.041591,0.051801,0.002013,5,10,18.304681,15.729 15.894 
33,0.031478,0.051801,0.002005,5,10,18.304681,15.729 15.894 
