Generación,Fx,Var1,Var2
1,355.745614,-28.833,34.426
2,337.746693,-28.833,30.494
3,337.746693,-28.833,30.494
4,193.692501,-29.934,34.452
5,22.107500,-32.768,33.115
6,22.107500,-32.768,33.115
7,22.070624,-32.768,33.111
8,21.919971,-32.113,33.115
9,21.870908,-32.113,33.110
10,21.870908,-32.113,33.110
11,21.870908,-32.113,33.110
12,20.153549,-32.113,31.799
13,20.153549,-32.113,31.799
14,20.153549,-32.113,31.799
15,20.153546,-32.021,31.799
16,20.153529,-32.113,31.812
17,20.153529,-32.113,31.812
18,20.153491,-32.113,31.944
19,20.153491,-32.113,31.944
20,16.732894,-31.587,-33.592
21,16.732894,-31.587,-33.592
22,4.567646,-32.113,-33.239
23,4.567646,-32.113,-33.239
24,1.671693,-32.237,-32.937
25,1.671693,-32.237,-32.937
26,1.671693,-32.237,-32.937
27,1.643946,-32.235,-32.931
28,1.617178,-32.237,-32.924
29,1.611934,-32.237,-32.923
30,1.611934,-32.237,-32.923
31,1.611934,-32.237,-32.923
32,1.596414,-32.235,-32.919
33,1.255478,-32.221,-32.798
34,1.255478,-32.221,-32.798
35,1.016184,-32.221,-31.487
36,1.001882,-32.221,-31.605
37,1.001764,-31.959,-31.605
38,1.001764,-31.959,-31.605
39,1.001764,-31.959,-31.605
40,1.001764,-31.959,-31.605
41,1.001349,-32.152,-31.613
42,0.998009,-31.959,-32.130
43,0.998009,-31.959,-32.130
44,0.998009,-31.959,-32.130
45,0.998009,-31.959,-32.130
46,0.998009,-31.968,-32.130
47,0.998009,-31.968,-32.130
48,0.998009,-31.968,-32.130
49,0.998009,-31.968,-32.130
50,0.998009,-31.968,-32.130
51,0.998009,-31.968,-32.130
52,0.998009,-31.968,-32.130
53,0.998009,-31.968,-32.130
54,0.998009,-31.968,-32.130
55,0.998009,-31.968,-32.130
56,0.998009,-31.968,-32.130
57,0.998009,-31.968,-32.130
58,0.998004,-31.968,-31.999
59,0.998004,-31.968,-31.999
60,0.998004,-31.968,-31.999
61,0.998004,-31.968,-31.999
62,0.998004,-31.968,-31.999
63,0.998004,-31.968,-31.999
64,0.998004,-31.968,-31.999
65,0.998004,-31.968,-31.999
66,0.998004,-31.968,-31.999
67,0.998004,-31.968,-31.999
68,0.998004,-31.968,-31.999
69,0.998004,-31.968,-31.999
70,0.998004,-31.968,-31.999
71,0.998004,-31.968,-31.999
72,0.998004,-31.968,-31.999
73,0.998004,-31.968,-31.999
74,0.998004,-31.968,-31.999
75,0.998004,-31.968,-31.999
76,0.998004,-31.968,-31.999
77,0.998004,-31.968,-31.999
78,0.998004,-31.968,-31.999
79,0.998004,-31.968,-31.999
80,0.998004,-31.968,-31.999
81,0.998004,-31.968,-31.999
82,0.998004,-31.968,-31.999
83,0.998004,-31.968,-31.999
84,0.998004,-31.968,-31.999
85,0.998004,-31.968,-31.986
86,0.998004,-31.968,-31.986
87,0.998004,-31.968,-31.986
88,0.998004,-31.968,-31.986
89,0.998004,-31.968,-31.986
90,0.998004,-31.968,-31.986
91,0.998004,-31.968,-31.986
92,0.998004,-31.968,-31.986
93,0.998004,-31.968,-31.986
94,0.998004,-31.968,-31.986
95,0.998004,-31.968,-31.986
96,0.998004,-31.968,-31.986
97,0.998004,-31.968,-31.986
98,0.998004,-31.968,-31.986
99,0.998004,-31.968,-31.986
100,0.998004,-31.968,-31.986
