Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.048533,0.081812,0.001996,5,10,11.223194,-15.896 -33.455 
2,0.068052,0.081812,0.047268,5,10,11.223194,-15.896 -33.455 
3,0.048608,0.081812,0.001996,5,10,11.223194,-15.896 -33.455 
4,0.075168,0.307607,0.001996,5,10,2.250901,-15.883 -32.799 
5,0.162307,0.307607,0.015232,5,10,2.250901,-15.883 -32.799 
6,0.181463,0.307607,0.001996,5,10,2.250901,-15.885 -32.799 
7,0.286692,0.307847,0.130122,5,10,2.248365,-15.910 -32.798 
8,0.171555,0.307847,0.002114,5,10,2.248365,-15.910 -32.798 
9,0.229411,0.307847,0.120873,5,10,2.248365,-15.910 -32.798 
10,0.212236,0.307847,0.005738,5,10,2.248365,-15.910 -32.798 
11,0.261682,0.309716,0.111193,5,10,2.228766,-16.409 -32.785 
12,0.148064,0.309716,0.002113,5,10,2.228766,-16.409 -32.785 
13,0.141982,0.309716,0.002007,5,10,2.228766,-16.409 -32.785 
14,0.278171,0.310161,0.037637,5,10,2.224133,-15.910 -32.785 
15,0.217061,0.310161,0.002012,5,10,2.224133,-15.910 -32.785 
16,0.198070,0.310161,0.002050,5,10,2.224133,-15.910 -32.785 
17,0.260613,0.310161,0.057057,5,10,2.224133,-15.955 -32.785 
18,0.182634,0.310161,0.002048,5,10,2.224133,-15.955 -32.785 
19,0.273689,0.310605,0.003725,5,10,2.219523,-15.955 -32.782 
20,0.195434,0.310605,0.003847,5,10,2.219523,-15.955 -32.782 
21,0.248233,0.310605,0.002026,5,10,2.219523,-15.955 -32.782 
22,0.245246,0.310605,0.002046,5,10,2.219523,-15.955 -32.782 
23,0.216138,0.312307,0.001996,5,10,2.201975,-16.405 -32.769 
24,0.277585,0.312307,0.002566,5,10,2.201975,-16.405 -32.769 
25,0.151987,0.312734,0.001996,5,10,2.197603,-15.962 -32.769 
26,0.180959,0.312734,0.002028,5,10,2.197603,-15.962 -32.769 
27,0.253209,0.312734,0.009606,5,10,2.197603,-15.988 -32.769 
28,0.222741,0.312734,0.002007,5,10,2.197603,-15.988 -32.769 
29,0.256836,0.312734,0.003333,5,10,2.197603,-15.988 -32.769 
30,0.185165,0.312734,0.002087,5,10,2.197603,-15.988 -32.769 
31,0.178119,0.312734,0.002005,5,10,2.197603,-15.988 -32.769 
32,0.237875,0.312734,0.001996,5,10,2.197603,-15.988 -32.769 
33,0.263922,0.312734,0.055879,5,10,2.197603,-15.988 -32.769 
34,0.265862,0.312734,0.002064,5,10,2.197603,-15.988 -32.769 
35,0.210255,0.312734,0.001996,5,10,2.197603,-15.988 -32.769 
36,0.158564,0.312734,0.002009,5,10,2.197603,-15.988 -32.769 
37,0.172328,0.312734,0.002015,5,10,2.197603,-15.988 -32.769 
38,0.280461,0.312734,0.206541,5,10,2.197603,-15.988 -32.769 
39,0.298798,0.312734,0.267826,5,10,2.197603,-15.988 -32.769 
40,0.279238,0.312734,0.131619,5,10,2.197603,-15.988 -32.769 
41,0.297108,0.312734,0.284088,5,10,2.197603,-15.988 -32.769 
42,0.211911,0.312734,0.003210,5,10,2.197603,-15.988 -32.769 
43,0.186764,0.332614,0.001996,5,10,2.006487,-15.987 -31.506 
44,0.196908,0.332614,0.003600,5,10,2.006487,-15.987 -31.506 
45,0.281299,0.332614,0.002307,5,10,2.006487,-15.987 -31.506 
46,0.252721,0.332614,0.002128,5,10,2.006487,-15.987 -31.506 
47,0.308061,0.332614,0.254041,5,10,2.006487,-15.987 -31.506 
48,0.281569,0.332614,0.002008,5,10,2.006487,-15.987 -31.506 
49,0.192457,0.332614,0.002101,5,10,2.006487,-15.987 -31.506 
50,0.293534,0.333350,0.003725,5,10,1.999851,-15.763 -31.556 
51,0.290227,0.334220,0.020676,5,10,1.992041,-15.856 -31.896 
52,0.199927,0.334220,0.002017,5,10,1.992041,-15.856 -31.896 
53,0.251909,0.334220,0.002042,5,10,1.992041,-15.856 -31.896 
54,0.277700,0.334220,0.003262,5,10,1.992041,-15.856 -31.896 
55,0.180880,0.334220,0.002011,5,10,1.992041,-15.856 -31.896 
56,0.276651,0.334220,0.025471,5,10,1.992041,-15.856 -31.896 
57,0.201477,0.334220,0.002050,5,10,1.992041,-15.856 -31.896 
58,0.234343,0.334220,0.002005,5,10,1.992041,-15.856 -31.896 
59,0.224827,0.334220,0.001996,5,10,1.992041,-15.856 -31.896 
60,0.209546,0.334220,0.002024,5,10,1.992041,-15.856 -31.896 
61,0.270053,0.334220,0.004411,5,10,1.992041,-15.856 -31.896 
62,0.266745,0.334221,0.002209,5,10,1.992032,-16.079 -31.896 
63,0.317984,0.334221,0.182516,5,10,1.992031,-16.079 -31.962 
64,0.277519,0.334221,0.005859,5,10,1.992031,-16.079 -31.962 
65,0.300541,0.334221,0.003810,5,10,1.992031,-16.000 -31.962 
66,0.333479,0.334221,0.328202,5,10,1.992031,-16.000 -31.962 
67,0.333500,0.334221,0.328202,5,10,1.992031,-16.000 -31.962 
68,0.267357,0.334221,0.002681,5,10,1.992031,-16.000 -31.962 
69,0.334149,0.334221,0.333776,5,10,1.992031,-16.000 -31.962 
70,0.300938,0.334221,0.002053,5,10,1.992031,-16.000 -31.962 
71,0.267711,0.334221,0.002008,5,10,1.992031,-16.000 -31.962 
72,0.201228,0.334221,0.002005,5,10,1.992031,-16.000 -31.962 
73,0.267716,0.334221,0.002015,5,10,1.992031,-16.000 -31.962 
74,0.267658,0.334221,0.002016,5,10,1.992031,-16.000 -31.962 
75,0.308478,0.334221,0.096247,5,10,1.992031,-16.000 -31.962 
76,0.202678,0.334221,0.002014,5,10,1.992031,-16.000 -31.962 
77,0.248231,0.334221,0.002022,5,10,1.992031,-16.000 -31.962 
78,0.248298,0.334221,0.002021,5,10,1.992031,-16.000 -31.962 
79,0.266876,0.334221,0.002189,5,10,1.992031,-15.996 -31.962 
80,0.236039,0.334221,0.002266,5,10,1.992031,-15.996 -31.962 
81,0.267333,0.334221,0.002073,5,10,1.992031,-15.996 -31.962 
82,0.300269,0.334221,0.002004,5,10,1.992031,-15.996 -31.962 
83,0.233831,0.334221,0.002008,5,10,1.992031,-15.996 -31.962 
84,0.227941,0.334221,0.002275,5,10,1.992031,-15.992 -31.962 
85,0.214764,0.334221,0.002028,5,10,1.992031,-15.992 -31.962 
86,0.281239,0.334221,0.001996,5,10,1.992031,-15.992 -31.962 
87,0.298219,0.334221,0.002008,5,10,1.992031,-15.996 -31.975 
88,0.263819,0.334221,0.003912,5,10,1.992031,-15.996 -31.975 
89,0.244857,0.334221,0.002144,5,10,1.992031,-15.996 -31.975 
90,0.265160,0.334221,0.002008,5,10,1.992031,-15.996 -31.975 
91,0.233824,0.334221,0.002127,5,10,1.992031,-15.995 -31.975 
92,0.281318,0.334221,0.004793,5,10,1.992031,-15.995 -31.975 
93,0.262820,0.334221,0.002024,5,10,1.992031,-15.993 -31.975 
94,0.231414,0.334221,0.002005,5,10,1.992031,-15.993 -31.975 
95,0.200335,0.334221,0.002010,5,10,1.992031,-15.993 -31.975 
96,0.234089,0.334221,0.002042,5,10,1.992031,-15.993 -31.975 
97,0.266851,0.334221,0.002005,5,10,1.992031,-15.992 -31.972 
98,0.267116,0.334221,0.001996,5,10,1.992031,-15.992 -31.972 
99,0.234204,0.334221,0.002009,5,10,1.992031,-15.992 -31.972 
100,0.282393,0.334221,0.002273,5,10,1.992031,-15.992 -31.972 
