Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002035,0.002263,0.001996,5,10,440.893993,-3.939 -31.439 
2,0.002070,0.002263,0.001996,5,10,440.893993,-3.939 -31.439 
3,0.002088,0.002263,0.001996,5,10,440.893993,-3.939 -31.439 
4,0.002115,0.002263,0.001999,5,10,440.893993,-3.939 -31.439 
5,0.002088,0.002263,0.001996,5,10,440.893993,-3.939 -31.439 
6,0.002345,0.004888,0.001996,5,10,203.576175,-2.635 -30.650 
7,0.002616,0.004888,0.001996,5,10,203.576175,-2.635 -30.650 
8,0.003177,0.004888,0.002003,5,10,203.576175,-2.635 -30.650 
9,0.002915,0.004930,0.002004,5,10,201.823157,-2.628 -30.650 
10,0.003764,0.004969,0.002005,5,10,200.234740,-2.628 -30.917 
11,0.036175,0.218074,0.001996,5,10,3.585596,-15.735 -30.917 
12,0.161191,0.244307,0.002994,5,10,3.093209,-0.013 -31.305 
13,0.161053,0.244307,0.001996,5,10,3.093209,-0.013 -31.305 
14,0.224950,0.247808,0.195846,5,10,3.035378,-0.012 -32.615 
15,0.131083,0.247808,0.001996,5,10,3.035378,-0.012 -32.615 
16,0.080499,0.247808,0.003470,5,10,3.035378,-0.012 -32.615 
17,0.173579,0.299655,0.002012,5,10,2.337171,-16.784 -31.301 
18,0.232643,0.313174,0.002010,5,10,2.193114,-16.391 -31.236 
19,0.242535,0.313174,0.002656,5,10,2.193114,-16.391 -31.236 
20,0.194898,0.313174,0.001996,5,10,2.193114,-16.391 -31.236 
21,0.236209,0.327704,0.043750,5,10,2.051532,-16.259 -32.625 
22,0.202442,0.327704,0.004948,5,10,2.051532,-16.259 -32.625 
23,0.249759,0.332855,0.002086,5,10,2.004314,-16.130 -32.481 
24,0.283432,0.332855,0.042349,5,10,2.004314,-16.130 -32.481 
25,0.285075,0.332855,0.010600,5,10,2.004314,-16.130 -32.481 
26,0.252895,0.332883,0.002012,5,10,2.004059,-16.343 -32.468 
27,0.187369,0.332883,0.002004,5,10,2.004059,-16.343 -32.468 
28,0.258391,0.332883,0.002014,5,10,2.004059,-16.343 -32.468 
29,0.217891,0.332883,0.001997,5,10,2.004059,-16.343 -32.468 
30,0.226979,0.333053,0.002057,5,10,2.002524,-16.212 -32.468 
31,0.259895,0.333220,0.002205,5,10,2.001017,-16.343 -32.442 
32,0.266927,0.333220,0.002572,5,10,2.001017,-16.343 -32.442 
33,0.231066,0.334036,0.002004,5,10,1.993685,-16.304 -31.691 
34,0.268232,0.334111,0.007708,5,10,1.993015,-15.780 -31.691 
35,0.296911,0.334111,0.002436,5,10,1.993015,-15.780 -31.691 
36,0.238126,0.334111,0.002875,5,10,1.993015,-15.780 -31.691 
37,0.300077,0.334111,0.002210,5,10,1.993015,-15.780 -31.691 
38,0.300155,0.334111,0.002464,5,10,1.993015,-15.780 -31.691 
39,0.326440,0.334124,0.265579,5,10,1.992901,-16.042 -31.691 
40,0.262245,0.334124,0.001996,5,10,1.992901,-16.042 -31.691 
41,0.293551,0.334160,0.004184,5,10,1.992577,-15.819 -31.717 
42,0.269171,0.334160,0.008510,5,10,1.992577,-15.819 -31.717 
43,0.256005,0.334160,0.002032,5,10,1.992577,-15.819 -31.717 
44,0.223616,0.334205,0.001997,5,10,1.992176,-15.780 -31.822 
45,0.322607,0.334216,0.260190,5,10,1.992076,-16.016 -31.811 
46,0.289708,0.334216,0.022582,5,10,1.992076,-16.016 -31.811 
47,0.199716,0.334216,0.002005,5,10,1.992076,-16.016 -31.811 
48,0.300462,0.334220,0.002017,5,10,1.992042,-16.016 -31.850 
49,0.203302,0.334220,0.001996,5,10,1.992042,-16.016 -31.850 
50,0.266791,0.334220,0.002036,5,10,1.992042,-16.016 -31.850 
51,0.292109,0.334220,0.020643,5,10,1.992042,-16.005 -31.850 
52,0.248228,0.334220,0.002033,5,10,1.992042,-16.005 -31.850 
53,0.263578,0.334220,0.002328,5,10,1.992042,-16.005 -31.850 
54,0.296361,0.334220,0.001996,5,10,1.992042,-16.005 -31.850 
55,0.297921,0.334221,0.002181,5,10,1.992033,-16.016 -32.113 
56,0.330575,0.334221,0.309013,5,10,1.992033,-16.016 -32.113 
57,0.234706,0.334221,0.002009,5,10,1.992033,-16.016 -32.113 
58,0.265079,0.334221,0.002019,5,10,1.992033,-16.005 -32.113 
59,0.300994,0.334221,0.001996,5,10,1.992033,-16.005 -32.113 
60,0.301485,0.334221,0.006872,5,10,1.992031,-15.989 -31.984 
61,0.234368,0.334221,0.001996,5,10,1.992031,-15.989 -31.984 
62,0.301009,0.334221,0.003961,5,10,1.992031,-15.989 -31.984 
63,0.234624,0.334221,0.002008,5,10,1.992031,-15.989 -31.984 
64,0.262123,0.334221,0.002021,5,10,1.992031,-15.989 -31.984 
65,0.283630,0.334221,0.002318,5,10,1.992031,-15.989 -31.984 
66,0.202494,0.334221,0.002014,5,10,1.992031,-15.989 -31.984 
67,0.232349,0.334221,0.002044,5,10,1.992031,-15.989 -31.984 
68,0.298410,0.334221,0.001996,5,10,1.992031,-15.984 -31.984 
69,0.265503,0.334221,0.002272,5,10,1.992031,-15.984 -31.984 
70,0.199007,0.334221,0.002005,5,10,1.992031,-15.984 -31.984 
71,0.170743,0.334221,0.002125,5,10,1.992031,-15.984 -31.984 
72,0.300274,0.334221,0.002960,5,10,1.992031,-15.984 -31.984 
73,0.294576,0.334221,0.004948,5,10,1.992031,-15.984 -31.984 
74,0.333094,0.334221,0.326805,5,10,1.992031,-15.984 -31.984 
75,0.233839,0.334221,0.002044,5,10,1.992031,-15.984 -31.984 
76,0.302918,0.334221,0.028942,5,10,1.992031,-15.984 -31.984 
77,0.166176,0.334221,0.002126,5,10,1.992031,-15.984 -31.984 
78,0.275490,0.334221,0.002045,5,10,1.992031,-15.984 -31.984 
79,0.267002,0.334221,0.002024,5,10,1.992031,-15.984 -31.984 
80,0.267626,0.334221,0.001997,5,10,1.992031,-15.984 -31.984 
81,0.300677,0.334221,0.003138,5,10,1.992031,-15.984 -31.984 
82,0.302967,0.334221,0.029097,5,10,1.992031,-15.984 -31.984 
83,0.293487,0.334221,0.029097,5,10,1.992031,-15.984 -31.984 
84,0.263456,0.334221,0.005149,5,10,1.992031,-15.984 -31.984 
85,0.263435,0.334221,0.002197,5,10,1.992031,-15.984 -31.984 
86,0.334108,0.334221,0.333227,5,10,1.992031,-15.987 -31.984 
87,0.202538,0.334221,0.002024,5,10,1.992031,-15.987 -31.984 
88,0.234628,0.334221,0.002008,5,10,1.992031,-15.987 -31.984 
89,0.201500,0.334221,0.001996,5,10,1.992031,-15.987 -31.984 
90,0.303705,0.334221,0.031830,5,10,1.992031,-15.987 -31.984 
91,0.267798,0.334221,0.002184,5,10,1.992031,-15.987 -31.984 
92,0.200067,0.334221,0.002009,5,10,1.992031,-15.987 -31.984 
93,0.171393,0.334221,0.002139,5,10,1.992031,-15.987 -31.984 
94,0.245775,0.334221,0.001996,5,10,1.992031,-15.987 -31.984 
95,0.267806,0.334221,0.002020,5,10,1.992031,-15.987 -31.984 
96,0.301285,0.334221,0.004931,5,10,1.992031,-15.987 -31.984 
97,0.201268,0.334221,0.001996,5,10,1.992031,-15.987 -31.984 
98,0.169917,0.334221,0.002064,5,10,1.992031,-15.987 -31.984 
99,0.228786,0.334221,0.001996,5,10,1.992031,-15.987 -31.984 
100,0.240733,0.334221,0.002020,5,10,1.992031,-15.987 -31.984 
