Generación,Media,Mejor,Peor,Cruzas,Mutaciones,Mejor_FX,Variables
1,0.002004,0.002027,0.001996,5,10,492.252685,-28.263 26.414 
2,0.002031,0.002297,0.001996,5,10,434.355031,14.157 -35.852 
3,0.002049,0.002297,0.001996,5,10,434.355031,14.157 -35.852 
4,0.002056,0.002297,0.001996,5,10,434.355031,14.157 -35.852 
5,0.002120,0.002633,0.002000,5,10,378.819663,13.633 3.334 
6,0.002182,0.002633,0.001999,5,10,378.819663,13.633 3.334 
7,0.002287,0.003191,0.002005,5,10,312.366163,13.643 2.941 
8,0.002456,0.003191,0.002004,5,10,312.366163,13.643 2.941 
9,0.002509,0.003191,0.002005,5,10,312.366163,13.643 2.941 
10,0.002542,0.003431,0.002004,5,10,290.455892,13.722 29.156 
11,0.002409,0.003431,0.002004,5,10,290.455892,13.722 29.156 
12,0.003454,0.007599,0.002010,5,10,130.596318,13.722 30.466 
13,0.003788,0.007599,0.002001,5,10,130.596318,13.722 30.466 
14,0.009584,0.038062,0.002058,5,10,25.272914,14.954 33.046 
15,0.022955,0.038062,0.002004,5,10,25.272914,14.954 33.046 
16,0.022335,0.038062,0.002006,5,10,25.272914,14.954 33.046 
17,0.027885,0.038062,0.002004,5,10,25.272914,14.954 33.046 
18,0.036197,0.040198,0.026700,5,10,23.876582,14.997 31.379 
19,0.034210,0.040198,0.002005,5,10,23.876582,14.997 31.379 
20,0.022438,0.040198,0.002033,5,10,23.876582,14.997 31.379 
21,0.026144,0.040198,0.002004,5,10,23.876582,14.997 31.379 
22,0.030884,0.040198,0.001998,5,10,23.876582,14.997 31.379 
23,0.025947,0.040198,0.002098,5,10,23.876582,14.997 31.379 
24,0.023515,0.041746,0.002031,5,10,22.954618,15.653 31.379 
25,0.035621,0.041746,0.019698,5,10,22.954618,15.653 31.379 
26,0.032856,0.041791,0.002114,5,10,22.928587,15.657 31.445 
27,0.037920,0.041794,0.023330,5,10,22.927120,15.657 31.451 
28,0.037060,0.041794,0.018774,5,10,22.927120,15.657 31.451 
29,0.025425,0.041794,0.002005,5,10,22.927120,15.657 31.451 
30,0.028332,0.041794,0.001996,5,10,22.927120,15.657 31.451 
31,0.038231,0.041794,0.023881,5,10,22.927120,15.657 31.451 
32,0.029373,0.041794,0.002004,5,10,22.927120,15.657 31.451 
33,0.029332,0.041794,0.002009,5,10,22.927120,15.657 31.451 
34,0.030810,0.041794,0.002080,5,10,22.927120,15.657 31.451 
35,0.034839,0.041794,0.003511,5,10,22.927120,15.657 31.451 
36,0.033046,0.041794,0.003511,5,10,22.927120,15.657 31.451 
37,0.036731,0.041794,0.024337,5,10,22.927120,15.657 31.451 
38,0.022831,0.041794,0.001996,5,10,22.927120,15.657 31.451 
39,0.039553,0.041794,0.032990,5,10,22.927120,15.657 31.451 
40,0.039591,0.041794,0.032743,5,10,22.927053,15.659 31.451 
41,0.028762,0.041795,0.002004,5,10,22.926347,15.696 31.451 
42,0.028535,0.041795,0.001996,5,10,22.926347,15.696 31.451 
43,0.031847,0.041795,0.002005,5,10,22.926347,15.696 31.451 
44,0.039151,0.041795,0.029426,5,10,22.926347,15.696 31.451 
45,0.030426,0.041795,0.001999,5,10,22.926347,15.696 31.451 
46,0.029159,0.041795,0.002004,5,10,22.926347,15.696 31.451 
47,0.031934,0.041796,0.001996,5,10,22.925991,15.696 31.452 
48,0.032398,0.041796,0.002433,5,10,22.925991,15.696 31.452 
49,0.039318,0.041796,0.033896,5,10,22.925991,15.696 31.452 
50,0.029413,0.041796,0.002017,5,10,22.925991,15.696 31.452 
51,0.030643,0.041796,0.002004,5,10,22.925991,15.696 31.452 
52,0.031840,0.041796,0.001996,5,10,22.925991,15.696 31.452 
53,0.036881,0.041796,0.016483,5,10,22.925991,15.696 31.452 
54,0.030998,0.041796,0.001996,5,10,22.925991,15.696 31.452 
55,0.032154,0.041796,0.002004,5,10,22.925991,15.696 31.452 
56,0.034238,0.041796,0.002005,5,10,22.925991,15.696 31.452 
57,0.038038,0.041796,0.021174,5,10,22.925991,15.696 31.452 
58,0.019469,0.041796,0.001996,5,10,22.925991,15.696 31.452 
59,0.035671,0.041796,0.013457,5,10,22.925991,15.696 31.452 
60,0.038858,0.041796,0.020853,5,10,22.925991,15.696 31.452 
61,0.039484,0.041838,0.025252,5,10,22.901557,15.695 32.241 
62,0.039134,0.041838,0.022034,5,10,22.901557,15.695 32.241 
63,0.040896,0.041838,0.037987,5,10,22.901557,15.695 32.241 
64,0.027669,0.041838,0.002023,5,10,22.901557,15.695 32.241 
